date,name,category,value
1/1/2007,McDonald's,Restaurants,29398
1/1/2007,Disney,Media,29210
1/1/2007,Mercedes-Benz,Automotive,23568
1/1/2007,Citi,Financial Services,23442
1/1/2007,HP,Electronics,22197
1/1/2007,BMW,Automotive,21612
1/1/2007,Marlboro,Tobacco,21282
1/1/2007,American Express,Financial Services,20827
1/1/2007,Gillette,FMCG,20415
1/1/2007,Louis Vuitton,Luxury,20321
1/1/2007,Cisco,Business Services,19099
1/1/2007,Honda,Automotive,17998
1/1/2007,Google,Technology,17837
1/1/2007,Samsung,Technology,16853
1/1/2007,Merrill Lynch,Financial Services,14343
1/1/2007,HSBC,Financial Services,13563
1/1/2007,NESCAF??,Beverages,12950
1/1/2007,Sony,Electronics,12907
1/1/2007,Pepsi,Beverages,12888
1/1/2007,Oracle,Business Services,12448
1/1/2007,UPS,Logistics,12013
1/1/2007,Nike,Sporting Goods,12003
1/1/2007,Budweiser,Alcohol,11652
1/1/2007,Dell,Electronics,11554
1/1/2007,J.P. Morgan,Financial Services,11433
1/1/2007,Apple,Technology,11037
1/1/2007,SAP,Business Services,10850
1/1/2007,Goldman Sachs,Financial Services,10663
1/1/2007,Canon,Electronics,10581
1/1/2007,Morgan Stanley,Financial Services,10340
1/1/2007,IKEA,Retail,10087
1/1/2007,UBS,Financial Services,9838
1/1/2007,Kellogg's,FMCG,9341
1/1/2007,Ford,Automotive,8982
1/1/2007,Philips,Electronics,7741
1/1/2007,Siemens,Diversified,7737
1/1/2007,Nintendo,Electronics,7730
1/1/2007,Harley-Davidson,Automotive,7718
1/1/2007,Gucci,Luxury,7697
1/1/2007,AIG,Financial Services,7490
1/1/2007,eBay,Retail,7456
1/1/2007,AXA,Financial Services,7327
1/1/2007,Accenture,Business Services,7296
1/1/2007,L'Or??al,FMCG,7045
1/1/2007,MTV,Media,6907
1/1/2007,Heinz,FMCG,6544
1/1/2007,Volkswagen,Automotive,6511
1/1/2007,Yahoo!,Media,6067
1/1/2007,Xerox,Business Services,6050
1/1/2007,Colgate,FMCG,6025
1/1/2007,Chanel,Luxury,5830
1/1/2007,Wrigley,FMCG,5777
1/1/2007,KFC,Restaurants,5682
1/1/2007,Gap,Apparel,5481
1/1/2007,Amazon,Technology,5411
1/1/2007,Nestl??,FMCG,5314
1/1/2007,Zara,Apparel,5165
1/1/2007,Avon,FMCG,5103
1/1/2007,Caterpillar,Diversified,5059
1/1/2007,Danone,FMCG,5019
1/1/2007,Audi,Automotive,4866
1/1/2007,adidas,Sporting Goods,4767
1/1/2007,Kleenex,FMCG,4600
1/1/2007,Rolex,Luxury,4589
1/1/2007,Hyundai,Automotive,4453
1/1/2007,Herm??s,Luxury,4255
1/1/2007,Pizza Hut,Restaurants,4254
1/1/2007,Porsche,Automotive,4235
1/1/2007,Reuters,Media,4197
1/1/2007,Motorola,Electronics,4149
1/1/2007,Panasonic,Electronics,4135
1/1/2007,Tiffany & Co.,Luxury,4003
1/1/2007,Allianz,Financial Services,3957
1/1/2007,ING,Financial Services,3880
1/1/2007,Kodak,Electronics,3874
1/1/2007,Cartier,Luxury,3852
1/1/2007,BP,Energy,3794
1/1/2007,Mo??t & Chandon,Alcohol,3739
1/1/2007,Kraft,FMCG,3732
1/1/2007,Hennessy,Alcohol,3638
1/1/2007,Starbucks,Restaurants,3631
1/1/2007,Duracell,FMCG,3605
1/1/2007,Johnson & Johnson,FMCG,3445
1/1/2007,Smirnoff,Alcohol,3379
1/1/2007,Lexus,Automotive,3354
1/1/2007,Shell,Energy,3331
1/1/2007,Prada,Luxury,3286
1/1/2007,Burberry,Luxury,3221
1/1/2007,Nivea,FMCG,3116
1/1/2007,LG,Electronics,3100
1/1/2007,Nissan,Automotive,3072
1/1/2007,Ralph Lauren,Apparel,3046
1/1/2007,Hertz,Automotive,3026
1/1/2008,Coca-Cola,Beverages,66667
1/1/2008,IBM,Business Services,59031
1/1/2008,Microsoft,Technology,59007
1/1/2008,GE,Diversified,53086
1/1/2008,Nokia,Technology,35942
1/1/2008,Toyota,Automotive,34050
1/1/2008,Intel,Technology,31261
1/1/2008,McDonald's,Restaurants,31049
1/1/2008,Disney,Media,29251
1/1/2008,Google,Technology,25590
1/1/2008,Mercedes-Benz,Automotive,25577
1/1/2008,HP,Electronics,23509
1/1/2008,BMW,Automotive,23298
1/1/2008,Gillette,FMCG,22689
1/1/2008,American Express,Financial Services,21940
1/1/2008,Louis Vuitton,Luxury,21602
1/1/2008,Cisco,Business Services,21306
1/1/2008,Marlboro,Tobacco,21300
1/1/2008,Citi,Financial Services,20174
1/1/2008,Honda,Automotive,19079
1/1/2008,Samsung,Technology,17689
1/1/2008,H&M,Apparel,13840
1/1/2008,Oracle,Business Services,13831
1/1/2008,Apple,Technology,13724
1/1/2008,Sony,Electronics,13583
1/1/2008,Pepsi,Beverages,13249
1/1/2008,HSBC,Financial Services,13143
1/1/2008,NESCAF??,Beverages,13056
1/1/2008,Nike,Sporting Goods,12672
1/1/2008,UPS,Logistics,12621
1/1/2008,SAP,Business Services,12228
1/1/2008,Dell,Electronics,11695
1/1/2008,Budweiser,Alcohol,11438
1/1/2008,Merrill Lynch,Financial Services,11399
1/1/2008,IKEA,Retail,10913
1/1/2008,Canon,Electronics,10876
1/1/2008,J.P. Morgan,Financial Services,10773
1/1/2008,Goldman Sachs,Financial Services,10331
1/1/2008,Kellogg's,FMCG,9710
1/1/2008,Nintendo,Electronics,8772
1/1/2008,UBS,Financial Services,8740
1/1/2008,Morgan Stanley,Financial Services,8696
1/1/2008,Philips,Electronics,8325
1/1/2008,Thomson Reuters,Media,8313
1/1/2008,Gucci,Luxury,8254
1/1/2008,eBay,Retail,7991
1/1/2008,Accenture,Business Services,7948
1/1/2008,Siemens,Diversified,7943
1/1/2008,Ford,Automotive,7896
1/1/2008,Harley-Davidson,Automotive,7609
1/1/2008,L'Or??al,FMCG,7508
1/1/2008,MTV,Media,7193
1/1/2008,Volkswagen,Automotive,7047
1/1/2008,AIG,Financial Services,7022
1/1/2008,AXA,Financial Services,7001
1/1/2008,Heinz,FMCG,6646
1/1/2008,Colgate,FMCG,6437
1/1/2008,Amazon,Technology,6434
1/1/2008,Xerox,Business Services,6393
1/1/2008,Chanel,Luxury,6355
1/1/2008,Wrigley,FMCG,6105
1/1/2008,Zara,Apparel,5955
1/1/2008,Nestl??,FMCG,5592
1/1/2008,KFC,Restaurants,5582
1/1/2008,Yahoo!,Media,5496
1/1/2008,Danone,FMCG,5408
1/1/2008,Audi,Automotive,5407
1/1/2008,Caterpillar,Diversified,5288
1/1/2008,Avon,FMCG,5264
1/1/2008,adidas,Sporting Goods,5072
1/1/2008,Rolex,Luxury,4956
1/1/2008,Hyundai,Automotive,4846
1/1/2008,BlackBerry,Electronics,4802
1/1/2008,Kleenex,FMCG,4636
1/1/2008,Porsche,Automotive,4603
1/1/2008,Herm??s,Luxury,4575
1/1/2008,Gap,Apparel,4357
1/1/2008,Panasonic,Electronics,4281
1/1/2008,Cartier,Luxury,4236
1/1/2008,Tiffany & Co.,Luxury,4208
1/1/2008,Pizza Hut,Restaurants,4097
1/1/2008,Allianz,Financial Services,4033
1/1/2008,Mo??t & Chandon,Alcohol,3951
1/1/2008,BP,Energy,3911
1/1/2008,Starbucks,Restaurants,3879
1/1/2008,ING,Financial Services,3768
1/1/2008,Motorola,Electronics,3721
1/1/2008,Duracell,FMCG,3682
1/1/2008,Smirnoff,Alcohol,3590
1/1/2008,Lexus,Automotive,3588
1/1/2008,Prada,Luxury,3585
1/1/2008,Johnson & Johnson,FMCG,3582
1/1/2008,Ferrari,Automotive,3527
1/1/2008,Armani,Luxury,3526
1/1/2008,Hennessy,Alcohol,3513
1/1/2008,Marriott,Hospitality,3502
1/1/2008,Shell,Energy,3471
1/1/2008,Nivea,FMCG,3401
1/1/2008,FedEx,Logistics,3359
1/1/2008,Visa,Financial Services,3338
1/1/2009,Coca-Cola,Beverages,68734
1/1/2009,IBM,Business Services,60211
1/1/2009,Microsoft,Technology,56647
1/1/2009,GE,Diversified,47777
1/1/2009,Nokia,Technology,34864
1/1/2009,McDonald's,Restaurants,32275
1/1/2009,Google,Technology,31980
1/1/2009,Toyota,Automotive,31330
1/1/2009,Intel,Technology,30636
1/1/2009,Disney,Media,28447
1/1/2009,HP,Electronics,24096
1/1/2009,Mercedes-Benz,Automotive,23867
1/1/2009,Gillette,FMCG,22841
1/1/2009,Cisco,Business Services,22030
1/1/2009,BMW,Automotive,21671
1/1/2009,Louis Vuitton,Luxury,21120
1/1/2009,Marlboro,Tobacco,19010
1/1/2009,Honda,Automotive,17803
1/1/2009,Samsung,Technology,17518
1/1/2009,Apple,Technology,15433
1/1/2009,H&M,Apparel,15375
1/1/2009,American Express,Financial Services,14971
1/1/2009,Pepsi,Beverages,13706
1/1/2009,Oracle,Business Services,13699
1/1/2009,NESCAF??,Beverages,13317
1/1/2009,Nike,Sporting Goods,13179
1/1/2009,SAP,Business Services,12106
1/1/2009,IKEA,Retail,12004
1/1/2009,Sony,Electronics,11953
1/1/2009,Budweiser,Alcohol,11833
1/1/2009,UPS,Logistics,11594
1/1/2009,HSBC,Financial Services,10510
1/1/2009,Canon,Electronics,10441
1/1/2009,Kellogg's,FMCG,10428
1/1/2009,Dell,Electronics,10291
1/1/2009,Citi,Financial Services,10254
1/1/2009,J.P. Morgan,Financial Services,9550
1/1/2009,Goldman Sachs,Financial Services,9248
1/1/2009,Nintendo,Electronics,9210
1/1/2009,Thomson Reuters,Media,8434
1/1/2009,Gucci,Luxury,8182
1/1/2009,Philips,Electronics,8121
1/1/2009,Amazon,Technology,7858
1/1/2009,L'Or??al,FMCG,7748
1/1/2009,Accenture,Business Services,7710
1/1/2009,eBay,Retail,7350
1/1/2009,Siemens,Diversified,7308
1/1/2009,Heinz,FMCG,7244
1/1/2009,Ford,Automotive,7005
1/1/2009,Zara,Apparel,6789
1/1/2009,Wrigley,FMCG,6731
1/1/2009,Colgate,FMCG,6550
1/1/2009,AXA,Financial Services,6525
1/1/2009,MTV,Media,6523
1/1/2009,Volkswagen,Automotive,6484
1/1/2009,Xerox,Business Services,6431
1/1/2009,Morgan Stanley,Financial Services,6399
1/1/2009,Nestl??,FMCG,6319
1/1/2009,Chanel,Luxury,6040
1/1/2009,Danone,FMCG,5960
1/1/2009,KFC,Restaurants,5722
1/1/2009,adidas,Sporting Goods,5397
1/1/2009,BlackBerry,Electronics,5138
1/1/2009,Yahoo!,Media,5111
1/1/2009,Audi,Automotive,5010
1/1/2009,Caterpillar,Diversified,5004
1/1/2009,Avon,FMCG,4917
1/1/2009,Rolex,Luxury,4609
1/1/2009,Hyundai,Automotive,4604
1/1/2009,Herm??s,Luxury,4598
1/1/2009,Kleenex,FMCG,4404
1/1/2009,UBS,Financial Services,4370
1/1/2009,Harley-Davidson,Automotive,4337
1/1/2009,Porsche,Automotive,4234
1/1/2009,Panasonic,Electronics,4225
1/1/2009,Tiffany & Co.,Luxury,4000
1/1/2009,Cartier,Luxury,3968
1/1/2009,Gap,Apparel,3922
1/1/2009,Pizza Hut,Restaurants,3876
1/1/2009,Johnson & Johnson,FMCG,3847
1/1/2009,Allianz,Financial Services,3831
1/1/2009,Mo??t & Chandon,Alcohol,3754
1/1/2009,BP,Energy,3716
1/1/2009,Smirnoff,Alcohol,3698
1/1/2009,Duracell,FMCG,3563
1/1/2009,Nivea,FMCG,3557
1/1/2009,Prada,Luxury,3530
1/1/2009,Ferrari,Automotive,3527
1/1/2009,Armani,Luxury,3303
1/1/2009,Starbucks,Restaurants,3263
1/1/2009,Lanc??me,FMCG,3235
1/1/2009,Shell,Energy,3228
1/1/2009,Burger King,Restaurants,3223
1/1/2009,Visa,Financial Services,3170
1/1/2009,Adobe,Business Services,3161
1/1/2009,Lexus,Automotive,3158
1/1/2009,Puma,Sporting Goods,3154
1/1/2009,Burberry,Luxury,3095
1/1/2009,Ralph Lauren,Apparel,3094
1/1/2009,Campbell's,FMCG,3081
1/1/2010,Coca-Cola,Beverages,70452
1/1/2010,IBM,Business Services,64727
1/1/2010,Microsoft,Technology,60895
1/1/2010,Google,Technology,43557
1/1/2010,GE,Diversified,42808
1/1/2010,McDonald's,Restaurants,33578
1/1/2010,Intel,Technology,32015
1/1/2010,Nokia,Technology,29495
1/1/2010,Disney,Media,28731
1/1/2010,HP,Electronics,26867
1/1/2010,Toyota,Automotive,26192
1/1/2010,Mercedes-Benz,Automotive,25179
1/1/2010,Gillette,FMCG,23298
1/1/2010,Cisco,Business Services,23219
1/1/2010,BMW,Automotive,22322
1/1/2010,Louis Vuitton,Luxury,21860
1/1/2010,Apple,Technology,21143
1/1/2010,Marlboro,Tobacco,19961
1/1/2010,Samsung,Technology,19491
1/1/2010,Honda,Automotive,18506
1/1/2010,H&M,Apparel,16136
1/1/2010,Oracle,Business Services,14881
1/1/2010,Pepsi,Beverages,14061
1/1/2010,American Express,Financial Services,13944
1/1/2010,Nike,Sporting Goods,13706
1/1/2010,SAP,Business Services,12756
1/1/2010,NESCAF??,Beverages,12753
1/1/2010,IKEA,Retail,12487
1/1/2010,J.P. Morgan,Financial Services,12314
1/1/2010,Budweiser,Alcohol,12252
1/1/2010,UPS,Logistics,11826
1/1/2010,HSBC,Financial Services,11561
1/1/2010,Canon,Electronics,11485
1/1/2010,Sony,Electronics,11356
1/1/2010,Kellogg's,FMCG,11041
1/1/2010,Amazon,Technology,9665
1/1/2010,Goldman Sachs,Financial Services,9372
1/1/2010,Nintendo,Electronics,8990
1/1/2010,Thomson Reuters,Media,8976
1/1/2010,Citi,Financial Services,8887
1/1/2010,Dell,Electronics,8880
1/1/2010,Philips,Electronics,8696
1/1/2010,eBay,Retail,8453
1/1/2010,Gucci,Luxury,8346
1/1/2010,L'Or??al,FMCG,7981
1/1/2010,Heinz,FMCG,7534
1/1/2010,Accenture,Business Services,7481
1/1/2010,Zara,Apparel,7468
1/1/2010,Siemens,Diversified,7315
1/1/2010,Ford,Automotive,7195
1/1/2010,Colgate,FMCG,6919
1/1/2010,Morgan Stanley,Financial Services,6911
1/1/2010,Volkswagen,Automotive,6892
1/1/2010,BlackBerry,Electronics,6762
1/1/2010,MTV,Media,6719
1/1/2010,AXA,Financial Services,6694
1/1/2010,Nestl??,FMCG,6548
1/1/2010,Danone,FMCG,6363
1/1/2010,Xerox,Business Services,6109
1/1/2010,KFC,Restaurants,5844
1/1/2010,Sprite,Beverages,5777
1/1/2010,adidas,Sporting Goods,5495
1/1/2010,Audi,Automotive,5461
1/1/2010,Avon,FMCG,5072
1/1/2010,Hyundai,Automotive,5033
1/1/2010,Yahoo!,Media,4958
1/1/2010,Allianz,Financial Services,4904
1/1/2010,Banco Santander,Financial Services,4846
1/1/2010,Herm??s,Luxury,4782
1/1/2010,Caterpillar,Diversified,4704
1/1/2010,Kleenex,FMCG,4536
1/1/2010,Porsche,Automotive,4404
1/1/2010,Panasonic,Electronics,4351
1/1/2010,BARCLAYS,Financial Services,4218
1/1/2010,Johnson & Johnson,FMCG,4155
1/1/2010,Tiffany & Co.,Luxury,4127
1/1/2010,Cartier,Luxury,4052
1/1/2010,Jack Daniel's,Alcohol,4036
1/1/2010,Mo??t & Chandon,Alcohol,4021
1/1/2010,Credit Suisse,Financial Services,4010
1/1/2010,Shell,Energy,4003
1/1/2010,Visa,Financial Services,3998
1/1/2010,Pizza Hut,Restaurants,3973
1/1/2010,Gap,Apparel,3961
1/1/2010,Corona,Alcohol,3847
1/1/2010,UBS,Financial Services,3812
1/1/2010,Nivea,FMCG,3734
1/1/2010,Adobe,Business Services,3626
1/1/2010,Smirnoff,Alcohol,3624
1/1/2010,3M,Diversified,3586
1/1/2010,Ferrari,Automotive,3562
1/1/2010,Johnnie Walker,Alcohol,3557
1/1/2010,Heineken,Alcohol,3516
1/1/2010,ZURICH,Financial Services,3496
1/1/2010,Armani,Luxury,3443
1/1/2010,Lanc??me,FMCG,3403
1/1/2010,Starbucks,Restaurants,3339
1/1/2010,Harley-Davidson,Automotive,3281
1/1/2010,Campbell's,FMCG,3241
1/1/2010,Burberry,Luxury,3110
1/1/2011,Coca-Cola,Beverages,71861
1/1/2011,IBM,Business Services,69905
1/1/2011,Microsoft,Technology,59087
1/1/2011,Google,Technology,55317
1/1/2011,GE,Diversified,42808
1/1/2011,McDonald's,Restaurants,35593
1/1/2011,Intel,Technology,35217
1/1/2011,Apple,Technology,33492
1/1/2011,Disney,Media,29018
1/1/2011,HP,Electronics,28479
1/1/2011,Toyota,Automotive,27764
1/1/2011,Mercedes-Benz,Automotive,27445
1/1/2011,Cisco,Business Services,25309
1/1/2011,Nokia,Technology,25071
1/1/2011,BMW,Automotive,24554
1/1/2011,Gillette,FMCG,23997
1/1/2011,Samsung,Technology,23430
1/1/2011,Louis Vuitton,Luxury,23172
1/1/2011,Honda,Automotive,19431
1/1/2011,Oracle,Business Services,17262
1/1/2011,H&M,Apparel,16459
1/1/2011,Pepsi,Beverages,14590
1/1/2011,American Express,Financial Services,14572
1/1/2011,SAP,Business Services,14542
1/1/2011,Nike,Sporting Goods,14528
1/1/2011,Amazon,Technology,12758
1/1/2011,UPS,Logistics,12536
1/1/2011,J.P. Morgan,Financial Services,12437
1/1/2011,Budweiser,Alcohol,12252
1/1/2011,NESCAF??,Beverages,12115
1/1/2011,IKEA,Retail,11863
1/1/2011,HSBC,Financial Services,11792
1/1/2011,Canon,Electronics,11715
1/1/2011,Kellogg's,FMCG,11372
1/1/2011,Sony,Electronics,9880
1/1/2011,eBay,Retail,9805
1/1/2011,Thomson Reuters,Media,9515
1/1/2011,Goldman Sachs,Financial Services,9091
1/1/2011,Gucci,Luxury,8763
1/1/2011,L'Or??al,FMCG,8699
1/1/2011,Philips,Electronics,8658
1/1/2011,Citi,Financial Services,8620
1/1/2011,Dell,Electronics,8347
1/1/2011,Zara,Apparel,8065
1/1/2011,Accenture,Business Services,8005
1/1/2011,Siemens,Diversified,7900
1/1/2011,Volkswagen,Automotive,7857
1/1/2011,Nintendo,Electronics,7731
1/1/2011,Heinz,FMCG,7609
1/1/2011,Ford,Automotive,7483
1/1/2011,Colgate,FMCG,7127
1/1/2011,Danone,FMCG,6936
1/1/2011,AXA,Financial Services,6694
1/1/2011,Morgan Stanley,Financial Services,6634
1/1/2011,Nestl??,FMCG,6613
1/1/2011,BlackBerry,Electronics,6424
1/1/2011,Xerox,Business Services,6414
1/1/2011,MTV,Media,6383
1/1/2011,Audi,Automotive,6171
1/1/2011,adidas,Sporting Goods,6154
1/1/2011,Hyundai,Automotive,6005
1/1/2011,KFC,Restaurants,5902
1/1/2011,Sprite,Beverages,5604
1/1/2011,Caterpillar,Diversified,5598
1/1/2011,Avon,FMCG,5376
1/1/2011,Herm??s,Luxury,5356
1/1/2011,Allianz,Financial Services,5345
1/1/2011,Banco Santander,Financial Services,5088
1/1/2011,Panasonic,Electronics,5047
1/1/2011,Cartier,Luxury,4781
1/1/2011,Kleenex,FMCG,4672
1/1/2011,Porsche,Automotive,4580
1/1/2011,Tiffany & Co.,Luxury,4498
1/1/2011,Shell,Energy,4483
1/1/2011,Visa,Financial Services,4478
1/1/2011,Yahoo!,Media,4413
1/1/2011,Mo??t & Chandon,Alcohol,4383
1/1/2011,Jack Daniel's,Alcohol,4319
1/1/2011,BARCLAYS,Financial Services,4259
1/1/2011,Adobe,Business Services,4170
1/1/2011,Pizza Hut,Restaurants,4092
1/1/2011,Credit Suisse,Financial Services,4090
1/1/2011,Johnson & Johnson,FMCG,4072
1/1/2011,Gap,Apparel,4040
1/1/2011,3M,Diversified,3945
1/1/2011,Corona,Alcohol,3924
1/1/2011,Nivea,FMCG,3883
1/1/2011,Johnnie Walker,Alcohol,3842
1/1/2011,Smirnoff,Alcohol,3841
1/1/2011,Nissan,Automotive,3819
1/1/2011,Heineken,Alcohol,3809
1/1/2011,UBS,Financial Services,3799
1/1/2011,Armani,Luxury,3794
1/1/2011,ZURICH,Financial Services,3769
1/1/2011,Burberry,Luxury,3732
1/1/2011,Starbucks,Restaurants,3663
1/1/2011,John Deere,Diversified,3651
1/1/2011,HTC,Electronics,3605
1/1/2011,Ferrari,Automotive,3591
1/1/2011,Harley-Davidson,Automotive,3512
1/1/2012,Coca-Cola,Beverages,77839
1/1/2012,Apple,Technology,76568
1/1/2012,IBM,Business Services,75532
1/1/2012,Google,Technology,69726
1/1/2012,Microsoft,Technology,57853
1/1/2012,GE,Diversified,43682
1/1/2012,McDonald's,Restaurants,40062
1/1/2012,Intel,Technology,39385
1/1/2012,Samsung,Technology,32893
1/1/2012,Toyota,Automotive,30280
1/1/2012,Mercedes-Benz,Automotive,30097
1/1/2012,BMW,Automotive,29052
1/1/2012,Disney,Media,27438
1/1/2012,Cisco,Business Services,27197
1/1/2012,HP,Electronics,26087
1/1/2012,Gillette,FMCG,24898
1/1/2012,Louis Vuitton,Luxury,23577
1/1/2012,Oracle,Business Services,22126
1/1/2012,Nokia,Technology,21009
1/1/2012,Amazon,Technology,18625
1/1/2012,Honda,Automotive,17280
1/1/2012,Pepsi,Beverages,16594
1/1/2012,H&M,Apparel,16571
1/1/2012,American Express,Financial Services,15702
1/1/2012,SAP,Business Services,15641
1/1/2012,Nike,Sporting Goods,15126
1/1/2012,UPS,Logistics,13088
1/1/2012,IKEA,Retail,12808
1/1/2012,Kellogg's,FMCG,12068
1/1/2012,Canon,Electronics,12029
1/1/2012,Budweiser,Alcohol,11872
1/1/2012,J.P. Morgan,Financial Services,11471
1/1/2012,HSBC,Financial Services,11378
1/1/2012,Pampers,FMCG,11296
1/1/2012,NESCAF??,Beverages,11089
1/1/2012,eBay,Retail,10947
1/1/2012,Zara,Apparel,9488
1/1/2012,Gucci,Luxury,9446
1/1/2012,Volkswagen,Automotive,9252
1/1/2012,Sony,Electronics,9111
1/1/2012,Philips,Electronics,9066
1/1/2012,L'Or??al,FMCG,8821
1/1/2012,Accenture,Business Services,8745
1/1/2012,Thomson Reuters,Media,8444
1/1/2012,Ford,Automotive,7958
1/1/2012,Heinz,FMCG,7722
1/1/2012,Colgate,FMCG,7643
1/1/2012,Goldman Sachs,Financial Services,7599
1/1/2012,Dell,Electronics,7591
1/1/2012,Citi,Financial Services,7570
1/1/2012,Siemens,Diversified,7534
1/1/2012,Danone,FMCG,7498
1/1/2012,Hyundai,Automotive,7473
1/1/2012,Morgan Stanley,Financial Services,7218
1/1/2012,Audi,Automotive,7196
1/1/2012,Nintendo,Electronics,7082
1/1/2012,Nestl??,FMCG,6916
1/1/2012,AXA,Financial Services,6748
1/1/2012,Xerox,Business Services,6714
1/1/2012,adidas,Sporting Goods,6699
1/1/2012,Caterpillar,Diversified,6306
1/1/2012,Allianz,Financial Services,6184
1/1/2012,Herm??s,Luxury,6182
1/1/2012,KFC,Restaurants,5994
1/1/2012,Panasonic,Electronics,5765
1/1/2012,Sprite,Beverages,5709
1/1/2012,MTV,Media,5648
1/1/2012,Cartier,Luxury,5495
1/1/2012,Facebook,Technology,5421
1/1/2012,Tiffany & Co.,Luxury,5159
1/1/2012,Avon,FMCG,5151
1/1/2012,Porsche,Automotive,5149
1/1/2012,Nissan,Automotive,4969
1/1/2012,Visa,Financial Services,4944
1/1/2012,Shell,Energy,4788
1/1/2012,Banco Santander,Financial Services,4771
1/1/2012,3M,Diversified,4656
1/1/2012,Adobe,Business Services,4557
1/1/2012,Johnson & Johnson,FMCG,4378
1/1/2012,Kleenex,FMCG,4360
1/1/2012,Jack Daniel's,Alcohol,4352
1/1/2012,Burberry,Luxury,4342
1/1/2012,Johnnie Walker,Alcohol,4301
1/1/2012,Prada,Luxury,4271
1/1/2012,John Deere,Diversified,4221
1/1/2012,Pizza Hut,Restaurants,4193
1/1/2012,Kia,Automotive,4089
1/1/2012,Starbucks,Restaurants,4062
1/1/2012,Corona,Alcohol,4061
1/1/2012,Smirnoff,Alcohol,4050
1/1/2012,Ralph Lauren,Apparel,4038
1/1/2012,Heineken,Alcohol,3939
1/1/2012,BlackBerry,Electronics,3922
1/1/2012,Mastercard,Financial Services,3896
1/1/2012,Credit Suisse,Financial Services,3866
1/1/2012,Harley-Davidson,Automotive,3857
1/1/2012,Yahoo!,Media,3851
1/1/2012,Mo??t & Chandon,Alcohol,3824
1/1/2012,Ferrari,Automotive,3770
1/1/2012,Gap,Apparel,3731
1/1/2013,Apple,Technology,98316
1/1/2013,Google,Technology,93291
1/1/2013,Coca-Cola,Beverages,79213
1/1/2013,IBM,Business Services,78808
1/1/2013,Microsoft,Technology,59546
1/1/2013,GE,Diversified,46947
1/1/2013,McDonald's,Restaurants,41992
1/1/2013,Samsung,Technology,39610
1/1/2013,Intel,Technology,37257
1/1/2013,Toyota,Automotive,35346
1/1/2013,Mercedes-Benz,Automotive,31904
1/1/2013,BMW,Automotive,31839
1/1/2013,Cisco,Business Services,29053
1/1/2013,Disney,Media,28147
1/1/2013,HP,Electronics,25843
1/1/2013,Gillette,FMCG,25105
1/1/2013,Louis Vuitton,Luxury,24893
1/1/2013,Oracle,Business Services,24088
1/1/2013,Amazon,Technology,23620
1/1/2013,Honda,Automotive,18490
1/1/2013,H&M,Apparel,18168
1/1/2013,Pepsi,Beverages,17892
1/1/2013,American Express,Financial Services,17646
1/1/2013,Nike,Sporting Goods,17085
1/1/2013,SAP,Business Services,16676
1/1/2013,IKEA,Retail,13818
1/1/2013,UPS,Logistics,13763
1/1/2013,eBay,Retail,13162
1/1/2013,Pampers,FMCG,13035
1/1/2013,Kellogg's,FMCG,12987
1/1/2013,Budweiser,Alcohol,12614
1/1/2013,HSBC,Financial Services,12183
1/1/2013,J.P. Morgan,Financial Services,11456
1/1/2013,Volkswagen,Automotive,11120
1/1/2013,Canon,Electronics,10989
1/1/2013,Zara,Apparel,10821
1/1/2013,NESCAF??,Beverages,10651
1/1/2013,Gucci,Luxury,10151
1/1/2013,L'Or??al,FMCG,9874
1/1/2013,Philips,Electronics,9813
1/1/2013,Accenture,Business Services,9471
1/1/2013,Ford,Automotive,9181
1/1/2013,Hyundai,Automotive,9004
1/1/2013,Goldman Sachs,Financial Services,8536
1/1/2013,Siemens,Diversified,8503
1/1/2013,Sony,Electronics,8408
1/1/2013,Thomson Reuters,Media,8103
1/1/2013,Citi,Financial Services,7973
1/1/2013,Danone,FMCG,7968
1/1/2013,Colgate,FMCG,7833
1/1/2013,Audi,Automotive,7767
1/1/2013,Facebook,Technology,7732
1/1/2013,Heinz,FMCG,7648
1/1/2013,Herm??s,Luxury,7616
1/1/2013,adidas,Sporting Goods,7535
1/1/2013,Nestl??,FMCG,7527
1/1/2013,Nokia,Technology,7444
1/1/2013,Caterpillar,Diversified,7125
1/1/2013,AXA,Financial Services,7096
1/1/2013,Cartier,Luxury,6897
1/1/2013,Dell,Electronics,6845
1/1/2013,Xerox,Business Services,6779
1/1/2013,Allianz,Financial Services,6710
1/1/2013,Porsche,Automotive,6471
1/1/2013,Nissan,Automotive,6203
1/1/2013,KFC,Restaurants,6192
1/1/2013,Nintendo,Electronics,6086
1/1/2013,Panasonic,Electronics,5821
1/1/2013,Sprite,Beverages,5811
1/1/2013,Discovery,Media,5756
1/1/2013,Morgan Stanley,Financial Services,5724
1/1/2013,Prada,Luxury,5570
1/1/2013,Shell,Energy,5535
1/1/2013,Visa,Financial Services,5465
1/1/2013,Tiffany & Co.,Luxury,5440
1/1/2013,3M,Diversified,5413
1/1/2013,Burberry,Luxury,5189
1/1/2013,MTV,Media,4980
1/1/2013,Adobe,Business Services,4899
1/1/2013,John Deere,Diversified,4865
1/1/2013,Johnson & Johnson,FMCG,4777
1/1/2013,Johnnie Walker,Alcohol,4745
1/1/2013,Kia,Automotive,4708
1/1/2013,Banco Santander,Financial Services,4660
1/1/2013,Duracell,FMCG,4645
1/1/2013,Jack Daniel's,Alcohol,4642
