date,name,category,value
1/1/2013,Avon,FMCG,4610
1/1/2013,Ralph Lauren,Apparel,4584
1/1/2013,Chevrolet,Automotive,4578
1/1/2013,Kleenex,FMCG,4428
1/1/2013,Starbucks,Restaurants,4399
1/1/2013,Heineken,Alcohol,4331
1/1/2013,Corona,Alcohol,4276
1/1/2013,Pizza Hut,Restaurants,4269
1/1/2013,Smirnoff,Alcohol,4262
1/1/2013,Harley-Davidson,Automotive,4230
1/1/2013,Mastercard,Financial Services,4206
1/1/2013,Ferrari,Automotive,4013
1/1/2013,Mo??t & Chandon,Alcohol,3943
1/1/2013,Gap,Apparel,3920
1/1/2014,Apple,Technology,118863
1/1/2014,Google,Technology,107439
1/1/2014,Coca-Cola,Beverages,81563
1/1/2014,IBM,Business Services,72244
1/1/2014,Microsoft,Technology,61154
1/1/2014,GE,Diversified,45480
1/1/2014,Samsung,Technology,45462
1/1/2014,Toyota,Automotive,42392
1/1/2014,McDonald's,Restaurants,42254
1/1/2014,Mercedes-Benz,Automotive,34338
1/1/2014,BMW,Automotive,34214
1/1/2014,Intel,Technology,34153
1/1/2014,Disney,Media,32223
1/1/2014,Cisco,Business Services,30936
1/1/2014,Amazon,Technology,29478
1/1/2014,Oracle,Business Services,25980
1/1/2014,HP,Electronics,23758
1/1/2014,Gillette,FMCG,22845
1/1/2014,Louis Vuitton,Luxury,22552
1/1/2014,Honda,Automotive,21673
1/1/2014,H&M,Apparel,21083
1/1/2014,Nike,Sporting Goods,19875
1/1/2014,American Express,Financial Services,19510
1/1/2014,Pepsi,Beverages,19119
1/1/2014,SAP,Business Services,17340
1/1/2014,IKEA,Retail,15885
1/1/2014,UPS,Logistics,14470
1/1/2014,eBay,Retail,14358
1/1/2014,Facebook,Technology,14349
1/1/2014,Pampers,FMCG,14078
1/1/2014,Volkswagen,Automotive,13716
1/1/2014,Kellogg's,FMCG,13442
1/1/2014,HSBC,Financial Services,13142
1/1/2014,Budweiser,Alcohol,13024
1/1/2014,J.P. Morgan,Financial Services,12456
1/1/2014,Zara,Apparel,12126
1/1/2014,Canon,Electronics,11702
1/1/2014,NESCAF??,Beverages,11406
1/1/2014,Ford,Automotive,10876
1/1/2014,Hyundai,Automotive,10409
1/1/2014,Gucci,Luxury,10385
1/1/2014,Philips,Electronics,10264
1/1/2014,L'Or??al,FMCG,10162
1/1/2014,Accenture,Business Services,9882
1/1/2014,Audi,Automotive,9831
1/1/2014,Herm??s,Luxury,8977
1/1/2014,Goldman Sachs,Financial Services,8758
1/1/2014,Citi,Financial Services,8737
1/1/2014,Siemens,Diversified,8672
1/1/2014,Colgate,FMCG,8215
1/1/2014,Danone,FMCG,8205
1/1/2014,Sony,Electronics,8133
1/1/2014,AXA,Financial Services,8120
1/1/2014,Nestl??,FMCG,8000
1/1/2014,Allianz,Financial Services,7702
1/1/2014,Nissan,Automotive,7623
1/1/2014,Thomson Reuters,Media,7472
1/1/2014,Cartier,Luxury,7449
1/1/2014,adidas,Sporting Goods,7378
1/1/2014,Porsche,Automotive,7171
1/1/2014,Caterpillar,Diversified,6812
1/1/2014,Xerox,Business Services,6641
1/1/2014,Morgan Stanley,Financial Services,6334
1/1/2014,Panasonic,Electronics,6303
1/1/2014,Shell,Energy,6288
1/1/2014,3M,Diversified,6177
1/1/2014,Discovery,Media,6143
1/1/2014,KFC,Restaurants,6059
1/1/2014,Visa,Financial Services,5998
1/1/2014,Prada,Luxury,5977
1/1/2014,Tiffany & Co.,Luxury,5936
1/1/2014,Sprite,Beverages,5646
1/1/2014,Burberry,Luxury,5594
1/1/2014,Kia,Automotive,5396
1/1/2014,Banco Santander,Financial Services,5382
1/1/2014,Starbucks,Restaurants,5382
1/1/2014,Adobe,Business Services,5333
1/1/2014,Johnson & Johnson,FMCG,5194
1/1/2014,John Deere,Diversified,5124
1/1/2014,MTV,Media,5102
1/1/2014,DHL,Logistics,5084
1/1/2014,Chevrolet,Automotive,5036
1/1/2014,Ralph Lauren,Apparel,4979
1/1/2014,Duracell,FMCG,4935
1/1/2014,Jack Daniel's,Alcohol,4884
1/1/2014,Johnnie Walker,Alcohol,4842
1/1/2014,Harley-Davidson,Automotive,4772
1/1/2014,Mastercard,Financial Services,4758
1/1/2014,Kleenex,FMCG,4643
1/1/2014,Smirnoff,Alcohol,4609
1/1/2014,Land Rover,Automotive,4473
1/1/2014,FedEx,Logistics,4414
1/1/2014,Corona,Alcohol,4387
1/1/2014,Huawei,Technology,4313
1/1/2014,Heineken,Alcohol,4221
1/1/2014,Pizza Hut,Restaurants,4196
1/1/2014,Hugo Boss,Apparel,4143
1/1/2014,Nokia,Technology,4138
1/1/2014,Gap,Apparel,4122
1/1/2014,Nintendo,Electronics,4103
1/1/2015,Apple,Technology,170276
1/1/2015,Google,Technology,120314
1/1/2015,Coca-Cola,Beverages,78423
1/1/2015,Microsoft,Technology,67670
1/1/2015,IBM,Business Services,65095
1/1/2015,Toyota,Automotive,49048
1/1/2015,Samsung,Technology,45297
1/1/2015,GE,Diversified,42267
1/1/2015,McDonald's,Restaurants,39809
1/1/2015,Amazon,Technology,37948
1/1/2015,BMW,Automotive,37212
1/1/2015,Mercedes-Benz,Automotive,36711
1/1/2015,Disney,Media,36514
1/1/2015,Intel,Technology,35415
1/1/2015,Cisco,Business Services,29854
1/1/2015,Oracle,Business Services,27283
1/1/2015,Nike,Sporting Goods,23070
1/1/2015,HP,Electronics,23056
1/1/2015,Honda,Automotive,22975
1/1/2015,Louis Vuitton,Luxury,22250
1/1/2015,H&M,Apparel,22222
1/1/2015,Gillette,FMCG,22218
1/1/2015,Facebook,Technology,22029
1/1/2015,Pepsi,Beverages,19622
1/1/2015,American Express,Financial Services,18922
1/1/2015,SAP,Business Services,18768
1/1/2015,IKEA,Retail,16541
1/1/2015,Pampers,FMCG,15267
1/1/2015,UPS,Logistics,14723
1/1/2015,Zara,Apparel,14031
1/1/2015,Budweiser,Alcohol,13943
1/1/2015,eBay,Retail,13940
1/1/2015,J.P. Morgan,Financial Services,13749
1/1/2015,Kellogg's,FMCG,12637
1/1/2015,Volkswagen,Automotive,12545
1/1/2015,NESCAF??,Beverages,12257
1/1/2015,HSBC,Financial Services,11656
1/1/2015,Ford,Automotive,11578
1/1/2015,Hyundai,Automotive,11293
1/1/2015,Canon,Electronics,11278
1/1/2015,Herm??s,Luxury,10944
1/1/2015,Accenture,Business Services,10800
1/1/2015,L'Or??al,FMCG,10798
1/1/2015,Audi,Automotive,10328
1/1/2015,Citi,Financial Services,9784
1/1/2015,Goldman Sachs,Financial Services,9526
1/1/2015,Philips,Electronics,9400
1/1/2015,AXA,Financial Services,9254
1/1/2015,Nissan,Automotive,9082
1/1/2015,Gucci,Luxury,8882
1/1/2015,Danone,FMCG,8632
1/1/2015,Nestl??,FMCG,8588
1/1/2015,Siemens,Diversified,8553
1/1/2015,Allianz,Financial Services,8498
1/1/2015,Colgate,FMCG,8464
1/1/2015,Porsche,Automotive,8055
1/1/2015,Cartier,Luxury,7924
1/1/2015,Sony,Electronics,7702
1/1/2015,3M,Diversified,7243
1/1/2015,Morgan Stanley,Financial Services,7083
1/1/2015,Visa,Financial Services,6870
1/1/2015,adidas,Sporting Goods,6811
1/1/2015,Thomson Reuters,Media,6583
1/1/2015,Discovery,Media,6509
1/1/2015,Panasonic,Electronics,6436
1/1/2015,Tiffany & Co.,Luxury,6306
1/1/2015,Starbucks,Restaurants,6266
1/1/2015,Adobe,Business Services,6257
1/1/2015,Prada,Luxury,6222
1/1/2015,Banco Santander,Financial Services,6097
1/1/2015,Xerox,Business Services,6033
1/1/2015,Caterpillar,Diversified,5976
1/1/2015,Burberry,Luxury,5873
1/1/2015,Kia,Automotive,5666
1/1/2015,KFC,Restaurants,5639
1/1/2015,Mastercard,Financial Services,5551
1/1/2015,Johnson & Johnson,FMCG,5533
1/1/2015,Shell,Energy,5530
1/1/2015,Harley-Davidson,Automotive,5460
1/1/2015,DHL,Logistics,5391
1/1/2015,Sprite,Beverages,5365
1/1/2015,LEGO,FMCG,5362
1/1/2015,John Deere,Diversified,5208
1/1/2015,Jack Daniel's,Alcohol,5161
1/1/2015,Chevrolet,Automotive,5133
1/1/2015,FedEx,Logistics,5130
1/1/2015,Land Rover,Automotive,5109
1/1/2015,Huawei,Technology,4952
1/1/2015,Heineken,Alcohol,4822
1/1/2015,MTV,Media,4763
1/1/2015,Ralph Lauren,Apparel,4629
1/1/2015,Johnnie Walker,Alcohol,4540
1/1/2015,Corona,Alcohol,4456
1/1/2015,Smirnoff,Alcohol,4407
1/1/2015,Kleenex,FMCG,4330
1/1/2015,Hugo Boss,Apparel,4270
1/1/2015,PayPal,Financial Services,4251
1/1/2015,MINI,Automotive,4243
1/1/2015,Mo??t & Chandon,Alcohol,4131
1/1/2015,Lenovo,Technology,4114
1/1/2016,Apple,Technology,178119
1/1/2016,Google,Technology,133252
1/1/2016,Coca-Cola,Beverages,73102
1/1/2016,Microsoft,Technology,72795
1/1/2016,Toyota,Automotive,53580
1/1/2016,IBM,Business Services,52500
1/1/2016,Samsung,Technology,51808
1/1/2016,Amazon,Technology,50338
1/1/2016,Mercedes-Benz,Automotive,43490
1/1/2016,GE,Diversified,43130
1/1/2016,BMW,Automotive,41535
1/1/2016,McDonald's,Restaurants,39381
1/1/2016,Disney,Media,38790
1/1/2016,Intel,Technology,36952
1/1/2016,Facebook,Technology,32593
1/1/2016,Cisco,Business Services,30948
1/1/2016,Oracle,Business Services,26552
1/1/2016,Nike,Sporting Goods,25034
1/1/2016,Louis Vuitton,Luxury,23998
1/1/2016,H&M,Apparel,22681
1/1/2016,Honda,Automotive,22106
1/1/2016,SAP,Business Services,21293
1/1/2016,Pepsi,Beverages,20265
1/1/2016,Gillette,FMCG,19950
1/1/2016,American Express,Financial Services,18358
1/1/2016,IKEA,Retail,17834
1/1/2016,Zara,Apparel,16766
1/1/2016,Pampers,FMCG,16134
1/1/2016,UPS,Logistics,15333
1/1/2016,Budweiser,Alcohol,15099
1/1/2016,J.P. Morgan,Financial Services,14227
1/1/2016,eBay,Retail,13136
1/1/2016,Ford,Automotive,12962
1/1/2016,Herm??s,Luxury,12833
1/1/2016,Hyundai,Automotive,12547
1/1/2016,NESCAF??,Beverages,12517
1/1/2016,Accenture,Business Services,12033
1/1/2016,Audi,Automotive,11799
1/1/2016,Kellogg's,FMCG,11711
1/1/2016,Volkswagen,Automotive,11436
1/1/2016,Philips,Electronics,11336
1/1/2016,Canon,Electronics,11081
1/1/2016,Nissan,Automotive,11066
1/1/2016,Hewlett Packard Enterprise,Business Services,11027
1/1/2016,L'Or??al,FMCG,10930
1/1/2016,AXA,Financial Services,10579
1/1/2016,HSBC,Financial Services,10458
1/1/2016,HP,Electronics,10386
1/1/2016,Citi,Financial Services,10276
1/1/2016,Porsche,Automotive,9537
1/1/2016,Allianz,Financial Services,9528
1/1/2016,Siemens,Diversified,9415
1/1/2016,Gucci,Luxury,9385
1/1/2016,Goldman Sachs,Financial Services,9378
1/1/2016,Danone,FMCG,9197
1/1/2016,Nestl??,FMCG,8708
1/1/2016,Colgate,FMCG,8413
1/1/2016,Sony,Electronics,8315
1/1/2016,3M,Diversified,8199
1/1/2016,adidas,Sporting Goods,7885
1/1/2016,Visa,Financial Services,7747
1/1/2016,Cartier,Luxury,7738
1/1/2016,Adobe,Business Services,7586
1/1/2016,Starbucks,Restaurants,7490
1/1/2016,Morgan Stanley,Financial Services,7200
1/1/2016,Thomson Reuters,Media,6830
1/1/2016,LEGO,FMCG,6691
1/1/2016,Panasonic,Electronics,6365
1/1/2016,Kia,Automotive,6326
1/1/2016,Banco Santander,Financial Services,6223
1/1/2016,Discovery,Media,5944
1/1/2016,Huawei,Technology,5835
1/1/2016,Johnson & Johnson,FMCG,5790
1/1/2016,Tiffany & Co.,Luxury,5761
1/1/2016,KFC,Restaurants,5742
1/1/2016,Mastercard,Financial Services,5736
1/1/2016,DHL,Logistics,5708
1/1/2016,Land Rover,Automotive,5696
1/1/2016,FedEx,Logistics,5579
1/1/2016,Harley-Davidson,Automotive,5527
1/1/2016,Prada,Luxury,5504
1/1/2016,Caterpillar,Diversified,5425
1/1/2016,Burberry,Luxury,5362
1/1/2016,Xerox,Business Services,5290
1/1/2016,Jack Daniel's,Alcohol,5193
1/1/2016,Sprite,Beverages,5148
1/1/2016,Heineken,Alcohol,5123
1/1/2016,MINI,Automotive,4986
1/1/2016,Dior,Luxury,4909
1/1/2016,PayPal,Financial Services,4839
1/1/2016,John Deere,Diversified,4815
1/1/2016,Shell,Energy,4599
1/1/2016,Corona,Alcohol,4509
1/1/2016,MTV,Media,4320
1/1/2016,Johnnie Walker,Alcohol,4317
1/1/2016,Smirnoff,Alcohol,4252
1/1/2016,Mo??t & Chandon,Alcohol,4118
1/1/2016,Ralph Lauren,Apparel,4092
1/1/2016,Lenovo,Technology,4045
1/1/2016,Tesla,Automotive,4011
1/1/2017,Apple,Technology,184154
1/1/2017,Google,Technology,141703
1/1/2017,Microsoft,Technology,79999
1/1/2017,Coca-Cola,Beverages,69733
1/1/2017,Amazon,Technology,64796
1/1/2017,Samsung,Technology,56249
1/1/2017,Toyota,Automotive,50291
1/1/2017,Facebook,Technology,48188
1/1/2017,Mercedes-Benz,Automotive,47829
1/1/2017,IBM,Business Services,46829
1/1/2017,GE,Diversified,44208
1/1/2017,McDonald's,Restaurants,41533
1/1/2017,BMW,Automotive,41521
1/1/2017,Disney,Media,40772
1/1/2017,Intel,Technology,39459
1/1/2017,Cisco,Business Services,31930
1/1/2017,Oracle,Business Services,27466
1/1/2017,Nike,Sporting Goods,27021
1/1/2017,Louis Vuitton,Luxury,22919
1/1/2017,Honda,Automotive,22696
1/1/2017,SAP,Business Services,22635
1/1/2017,Pepsi,Beverages,20491
1/1/2017,H&M,Apparel,20488
1/1/2017,Zara,Apparel,18573
1/1/2017,IKEA,Retail,18472
1/1/2017,Gillette,FMCG,18200
1/1/2017,American Express,Financial Services,17787
1/1/2017,Pampers,FMCG,16416
1/1/2017,UPS,Logistics,16387
1/1/2017,J.P. Morgan,Financial Services,15749
1/1/2017,Budweiser,Alcohol,15375
1/1/2017,Herm??s,Luxury,14210
1/1/2017,Ford,Automotive,13643
1/1/2017,eBay,Retail,13224
1/1/2017,Hyundai,Automotive,13193
1/1/2017,NESCAF??,Beverages,12661
1/1/2017,Accenture,Business Services,12471
1/1/2017,Audi,Automotive,12023
1/1/2017,Nissan,Automotive,11534
1/1/2017,Volkswagen,Automotive,11522
1/1/2017,Philips,Electronics,11519
1/1/2017,AXA,Financial Services,11073
1/1/2017,Kellogg's,FMCG,10972
1/1/2017,Goldman Sachs,Financial Services,10864
1/1/2017,L'Or??al,FMCG,10674
1/1/2017,Citi,Financial Services,10599
1/1/2017,HSBC,Financial Services,10534
1/1/2017,Porsche,Automotive,10129
1/1/2017,Allianz,Financial Services,10059
1/1/2017,Siemens,Diversified,9982
1/1/2017,Gucci,Luxury,9969
1/1/2017,Canon,Electronics,9788
1/1/2017,HP,Electronics,9541
1/1/2017,Danone,FMCG,9322
1/1/2017,adidas,Sporting Goods,9216
1/1/2017,Adobe,Business Services,9060
1/1/2017,Hewlett Packard Enterprise,Business Services,8951
1/1/2017,3M,Diversified,8947
1/1/2017,Nestl??,FMCG,8728
1/1/2017,Starbucks,Restaurants,8704
1/1/2017,Sony,Electronics,8474
1/1/2017,Colgate,FMCG,8325
1/1/2017,Morgan Stanley,Financial Services,8205
1/1/2017,Visa,Financial Services,7815
1/1/2017,Cartier,Luxury,7547
1/1/2017,Thomson Reuters,Media,7100
1/1/2017,LEGO,FMCG,7024
1/1/2017,Banco Santander,Financial Services,6702
1/1/2017,Kia,Automotive,6683
1/1/2017,Huawei,Technology,6676
1/1/2017,Mastercard,Financial Services,6350
1/1/2017,FedEx,Logistics,6255
1/1/2017,Land Rover,Automotive,6095
1/1/2017,Johnson & Johnson,FMCG,6041
1/1/2017,Panasonic,Electronics,5983
1/1/2017,DHL,Logistics,5715
1/1/2017,Harley-Davidson,Automotive,5671
1/1/2017,Netflix,Media,5592
1/1/2017,Discovery,Media,5411
1/1/2017,PayPal,Financial Services,5408
1/1/2017,Tiffany & Co.,Luxury,5394
1/1/2017,Jack Daniel's,Alcohol,5332
1/1/2017,KFC,Restaurants,5313
1/1/2017,Salesforce.com,Business Services,5224
1/1/2017,Heineken,Alcohol,5181
1/1/2017,Burberry,Luxury,5135
1/1/2017,MINI,Automotive,5114
1/1/2017,Ferrari,Automotive,4876
1/1/2017,Caterpillar,Diversified,4868
1/1/2017,Sprite,Beverages,4842
1/1/2017,Shell,Energy,4823
1/1/2017,John Deere,Diversified,4783
1/1/2017,Corona,Alcohol,4776
1/1/2017,Prada,Luxury,4716
1/1/2017,Dior,Luxury,4587
1/1/2017,Johnnie Walker,Alcohol,4405
1/1/2017,Smirnoff,Alcohol,4288
1/1/2017,Tesla,Automotive,4009
1/1/2017,Mo??t & Chandon,Alcohol,4006
1/1/2017,Lenovo,Technology,4004
1/1/2018,Apple,Technology,214480
1/1/2018,Google,Technology,155506
1/1/2018,Amazon,Technology,100764
1/1/2018,Microsoft,Technology,92715
1/1/2018,Coca-Cola,Beverages,66341
1/1/2018,Samsung,Technology,59890
1/1/2018,Toyota,Automotive,53404
1/1/2018,Mercedes-Benz,Automotive,48601
1/1/2018,Facebook,Technology,45168
1/1/2018,McDonald's,Restaurants,43417
1/1/2018,Intel,Technology,43293
1/1/2018,IBM,Business Services,42972
1/1/2018,BMW,Automotive,41006
1/1/2018,Disney,Media,39874
1/1/2018,Cisco,Business Services,34575
1/1/2018,GE,Diversified,32757
1/1/2018,Nike,Sporting Goods,30120
1/1/2018,Louis Vuitton,Luxury,28152
1/1/2018,Oracle,Business Services,26133
1/1/2018,Honda,Automotive,23682
1/1/2018,SAP,Business Services,22885
1/1/2018,Pepsi,Beverages,20798
1/1/2018,Chanel,Luxury,20005
1/1/2018,American Express,Financial Services,19139
1/1/2018,Zara,Apparel,17712
1/1/2018,J.P. Morgan,Financial Services,17567
1/1/2018,IKEA,Retail,17458
1/1/2018,Gillette,FMCG,16864
1/1/2018,UPS,Logistics,16849
1/1/2018,H&M,Apparel,16826
1/1/2018,Pampers,FMCG,16617
1/1/2018,Herm??s,Luxury,16372
1/1/2018,Budweiser,Alcohol,15627
1/1/2018,Accenture,Business Services,14214
1/1/2018,Ford,Automotive,13995
1/1/2018,Hyundai,Automotive,13535
1/1/2018,NESCAF??,Beverages,13053
1/1/2018,eBay,Retail,13017
1/1/2018,Gucci,Luxury,12942
1/1/2018,Nissan,Automotive,12213
1/1/2018,Volkswagen,Automotive,12201
1/1/2018,Audi,Automotive,12187
1/1/2018,Philips,Electronics,12104
1/1/2018,Goldman Sachs,Financial Services,11769
1/1/2018,Citi,Financial Services,11577
1/1/2018,HSBC,Financial Services,11208
1/1/2018,AXA,Financial Services,11118
1/1/2018,L'Or??al,FMCG,11102
1/1/2018,Allianz,Financial Services,10821
1/1/2018,adidas,Sporting Goods,10772
1/1/2018,Adobe,Business Services,10748
1/1/2018,Porsche,Automotive,10707
1/1/2018,Kellogg's,FMCG,10634
1/1/2018,HP,Electronics,10433
1/1/2018,Canon,Electronics,10380
1/1/2018,Siemens,Diversified,10132
1/1/2018,Starbucks,Restaurants,9615
1/1/2018,Danone,FMCG,9533
1/1/2018,Sony,Electronics,9316
1/1/2018,3M,Diversified,9104
1/1/2018,Visa,Financial Services,9021
1/1/2018,Nestl??,FMCG,8938
1/1/2018,Morgan Stanley,Financial Services,8802
1/1/2018,Colgate,FMCG,8659
1/1/2018,Hewlett Packard Enterprise,Business Services,8157
1/1/2018,Netflix,Media,8111
1/1/2018,Cartier,Luxury,7646
1/1/2018,Huawei,Technology,7578
1/1/2018,Banco Santander,Financial Services,7547
1/1/2018,Mastercard,Financial Services,7545
1/1/2018,Kia,Automotive,6925
1/1/2018,FedEx,Logistics,6890
1/1/2018,PayPal,Financial Services,6621
1/1/2018,LEGO,FMCG,6533
1/1/2018,Salesforce.com,Business Services,6432
1/1/2018,Panasonic,Electronics,6293
1/1/2018,Johnson & Johnson,FMCG,6231
1/1/2018,Land Rover,Automotive,6221
1/1/2018,DHL,Logistics,5881
1/1/2018,Ferrari,Automotive,5760
1/1/2018,Discovery,Media,5755
1/1/2018,Caterpillar,Diversified,5730
1/1/2018,Tiffany & Co.,Luxury,5642
1/1/2018,Jack Daniel's,Alcohol,5641
1/1/2018,Corona,Alcohol,5517
1/1/2018,KFC,Restaurants,5481
1/1/2018,Heineken,Alcohol,5393
1/1/2018,John Deere,Diversified,5375
1/1/2018,Shell,Energy,5276
1/1/2018,MINI,Automotive,5254
1/1/2018,Dior,Luxury,5223
1/1/2018,Spotify,Media,5176
1/1/2018,Harley-Davidson,Automotive,5161
1/1/2018,Burberry,Luxury,4989
1/1/2018,Prada,Luxury,4812
1/1/2018,Sprite,Beverages,4733
1/1/2018,Johnnie Walker,Alcohol,4731
1/1/2018,Hennessy,Alcohol,4722
1/1/2018,Nintendo,Electronics,4696
1/1/2018,Subaru,Automotive,4214
1/1/2019,Apple,Technology,234241
1/1/2019,Google,Technology,167713
1/1/2019,Amazon,Technology,125263
1/1/2019,Microsoft,Technology,108847
1/1/2019,Coca-Cola,Beverages,63365
1/1/2019,Samsung,Technology,61098
1/1/2019,Toyota,Automotive,56246
1/1/2019,Mercedes-Benz,Automotive,50832
1/1/2019,McDonald's,Restaurants,45362
1/1/2019,Disney,Media,44352
1/1/2019,BMW,Automotive,41440
1/1/2019,IBM,Business Services,40381
1/1/2019,Intel,Technology,40197
1/1/2019,Facebook,Technology,39857
1/1/2019,Cisco,Business Services,35559
1/1/2019,Nike,Sporting Goods,32376
1/1/2019,Louis Vuitton,Luxury,32223
1/1/2019,Oracle,Business Services,26288
1/1/2019,GE,Diversified,25566
1/1/2019,SAP,Business Services,25092
1/1/2019,Honda,Automotive,24422
1/1/2019,Chanel,Luxury,22134
1/1/2019,American Express,Financial Services,21629
1/1/2019,Pepsi,Beverages,20488
1/1/2019,J.P. Morgan,Financial Services,19044
1/1/2019,IKEA,Retail,18407
1/1/2019,UPS,Logistics,18072
1/1/2019,Herm??s,Luxury,17920
1/1/2019,Zara,Apparel,17175
1/1/2019,H&M,Apparel,16345
1/1/2019,Accenture,Business Services,16205
1/1/2019,Budweiser,Alcohol,16018
1/1/2019,Gucci,Luxury,15949
1/1/2019,Pampers,FMCG,15773
1/1/2019,Ford,Automotive,14325
1/1/2019,Hyundai,Automotive,14156
1/1/2019,Gillette,FMCG,13753
1/1/2019,NESCAF??,Beverages,13605
1/1/2019,Adobe,Business Services,12937
1/1/2019,Volkswagen,Automotive,12921
1/1/2019,Citi,Financial Services,12697
1/1/2019,Audi,Automotive,12689
1/1/2019,Allianz,Financial Services,12078
1/1/2019,eBay,Retail,12010
1/1/2019,adidas,Sporting Goods,11992
1/1/2019,AXA,Financial Services,11830
1/1/2019,HSBC,Financial Services,11816
1/1/2019,Starbucks,Restaurants,11798
1/1/2019,Philips,Electronics,11661
1/1/2019,Porsche,Automotive,11652
1/1/2019,L'Or??al,FMCG,11589
1/1/2019,Nissan,Automotive,11502
1/1/2019,Goldman Sachs,Financial Services,11352
1/1/2019,HP,Electronics,10891
1/1/2019,Visa,Financial Services,10756
1/1/2019,Sony,Electronics,10514
1/1/2019,Kellogg's,FMCG,10419
1/1/2019,Siemens,Diversified,10259
1/1/2019,Danone,FMCG,9915
1/1/2019,Nestl??,FMCG,9534
1/1/2019,Canon,Electronics,9482
1/1/2019,Mastercard,Financial Services,9430
1/1/2019,Dell,Electronics,9086
1/1/2019,3M,Diversified,9035
1/1/2019,Netflix,Media,8963
1/1/2019,Colgate,FMCG,8824
1/1/2019,Banco Santander,Financial Services,8521
1/1/2019,Cartier,Luxury,8192
1/1/2019,Morgan Stanley,Financial Services,8185
1/1/2019,Salesforce.com,Business Services,8004
1/1/2019,Hewlett Packard Enterprise,Business Services,7909
1/1/2019,PayPal,Financial Services,7604
1/1/2019,FedEx,Logistics,6998
1/1/2019,Huawei,Technology,6887
1/1/2019,LEGO,FMCG,6884
1/1/2019,Caterpillar,Diversified,6791
1/1/2019,Ferrari,Automotive,6458
1/1/2019,Kia,Automotive,6428
1/1/2019,Corona,Alcohol,6369
1/1/2019,Jack Daniel's,Alcohol,6347
1/1/2019,Panasonic,Electronics,6189
1/1/2019,Dior,Luxury,6045
1/1/2019,DHL,Logistics,5987
1/1/2019,John Deere,Diversified,5883
1/1/2019,Land Rover,Automotive,5855
1/1/2019,Johnson & Johnson,FMCG,5720
1/1/2019,Uber,Technology,5714
1/1/2019,Heineken,Alcohol,5626
1/1/2019,Nintendo,Electronics,5550
1/1/2019,MINI,Automotive,5532
1/1/2019,Discovery,Media,5525
1/1/2019,Spotify,Media,5516
1/1/2019,KFC,Restaurants,5509
1/1/2019,Tiffany & Co.,Luxury,5335
1/1/2019,Hennessy,Alcohol,5297
1/1/2019,Burberry,Luxury,5205
1/1/2019,Shell,Energy,5105
1/1/2019,LinkedIn,Media,4836
1/1/2019,Harley-Davidson,Automotive,4793
1/1/2019,Prada,Luxury,4781
