"","date","country","continent","value"
"16128",2020-04-22,"China","Asia",45
"16129",2020-04-23,"China","Asia",45
"16130",2020-04-24,"China","Asia",45
"16131",2020-04-25,"China","Asia",45
"16132",2020-04-26,"China","Asia",45
"16133",2020-04-27,"China","Asia",45
"16134",2020-04-28,"China","Asia",45
"16135",2020-04-29,"China","Asia",45
"16136",2020-04-30,"China","Asia",45
"16137",2020-05-01,"China","Asia",45
"16138",2020-05-02,"China","Asia",45
"16139",2020-05-03,"China","Asia",45
"16140",2020-05-04,"China","Asia",45
"16141",2020-05-05,"China","Asia",45
"16142",2020-05-06,"China","Asia",45
"16143",2020-05-07,"China","Asia",45
"16144",2020-05-08,"China","Asia",45
"16145",2020-05-09,"China","Asia",45
"16146",2020-05-10,"China","Asia",45
"16147",2020-05-11,"China","Asia",45
"16148",2020-05-12,"China","Asia",45
"16149",2020-05-13,"China","Asia",45
"16150",2020-05-14,"China","Asia",45
"16151",2020-05-15,"China","Asia",45
"16152",2020-05-16,"China","Asia",45
"16153",2020-05-17,"China","Asia",45
"16154",2020-05-18,"China","Asia",45
"16155",2020-05-19,"China","Asia",45
"16156",2020-05-20,"China","Asia",45
"16157",2020-05-21,"China","Asia",45
"16158",2020-05-22,"China","Asia",45
"16159",2020-05-23,"China","Asia",45
"16160",2020-05-24,"China","Asia",45
"16161",2020-05-25,"China","Asia",45
"16162",2020-05-26,"China","Asia",45
"16163",2020-05-27,"China","Asia",45
"16164",2020-05-28,"China","Asia",45
"16165",2020-05-29,"China","Asia",45
"16166",2020-05-30,"China","Asia",45
"16167",2020-05-31,"China","Asia",45
"16168",2020-06-01,"China","Asia",45
"16169",2020-06-02,"China","Asia",45
"16170",2020-06-03,"China","Asia",45
"16171",2020-06-04,"China","Asia",45
"16172",2020-06-05,"China","Asia",45
"16173",2020-06-06,"China","Asia",45
"16174",2020-06-07,"China","Asia",45
"16175",2020-06-08,"China","Asia",45
"16176",2020-06-09,"China","Asia",45
"16177",2020-06-10,"China","Asia",45
"16178",2020-06-11,"China","Asia",45
"16179",2020-06-12,"China","Asia",45
"16180",2020-06-13,"China","Asia",45
"16181",2020-06-14,"China","Asia",45
"16182",2020-06-15,"China","Asia",45
"16183",2020-06-16,"China","Asia",45
"16184",2020-06-17,"China","Asia",45
"16185",2020-06-18,"China","Asia",45
"16186",2020-06-19,"China","Asia",45
"16187",2020-06-20,"China","Asia",45
"16188",2020-06-21,"China","Asia",45
"16189",2020-06-22,"China","Asia",45
"16190",2020-06-23,"China","Asia",45
"16191",2020-06-24,"China","Asia",45
"16192",2020-06-25,"China","Asia",46
"16193",2020-06-26,"China","Asia",46
"16194",2020-06-27,"China","Asia",46
"16195",2020-06-28,"China","Asia",46
"16196",2020-06-29,"China","Asia",46
"16197",2020-06-30,"China","Asia",46
"16198",2020-07-01,"China","Asia",46
"16199",2020-07-02,"China","Asia",46
"16200",2020-07-03,"China","Asia",46
"16201",2020-07-04,"China","Asia",46
"16202",2020-07-05,"China","Asia",46
"16203",2020-07-06,"China","Asia",46
"16204",2020-07-07,"China","Asia",46
"16205",2020-07-08,"China","Asia",46
"16206",2020-07-09,"China","Asia",46
"16207",2020-07-10,"China","Asia",46
"16208",2020-07-11,"China","Asia",46
"16209",2020-07-12,"China","Asia",46
"16210",2020-07-13,"China","Asia",46
"16211",2020-07-14,"China","Asia",46
"16212",2020-07-15,"China","Asia",46
"16213",2020-07-16,"China","Asia",46
"16214",2020-07-17,"China","Asia",46
"16215",2020-07-18,"China","Asia",46
"16216",2020-07-19,"China","Asia",46
"16217",2020-07-20,"China","Asia",46
"16218",2020-07-21,"China","Asia",46
"16219",2020-07-22,"China","Asia",46
"16220",2020-07-23,"China","Asia",46
"16221",2020-07-24,"China","Asia",46
"16222",2020-07-25,"China","Asia",46
"16223",2020-07-26,"China","Asia",46
"16224",2020-07-27,"China","Asia",46
"16225",2020-07-28,"China","Asia",46
"16226",2020-07-29,"China","Asia",46
"16227",2020-07-30,"China","Asia",46
"16228",2020-07-31,"China","Asia",46
"16229",2020-08-01,"China","Asia",46
"16230",2020-08-02,"China","Asia",46
"16231",2020-08-03,"China","Asia",46
"16232",2020-08-04,"China","Asia",46
"16233",2020-08-05,"China","Asia",46
"16234",2020-08-06,"China","Asia",46
"16235",2020-08-07,"China","Asia",46
"16236",2020-08-08,"China","Asia",46
"16237",2020-08-09,"China","Asia",46
"16238",2020-08-10,"China","Asia",46
"16239",2020-08-11,"China","Asia",46
"16240",2020-08-12,"China","Asia",46
"16241",2020-08-13,"China","Asia",46
"16242",2020-08-14,"China","Asia",46
"16243",2020-08-15,"China","Asia",46
"16244",2020-08-16,"China","Asia",46
"16245",2020-08-17,"China","Asia",46
"16246",2020-08-18,"China","Asia",46
"16247",2020-08-19,"China","Asia",46
"16248",2020-01-22,"China","Asia",1
"16249",2020-01-23,"China","Asia",1
"16250",2020-01-24,"China","Asia",2
"16251",2020-01-25,"China","Asia",3
"16252",2020-01-26,"China","Asia",4
"16253",2020-01-27,"China","Asia",7
"16254",2020-01-28,"China","Asia",11
"16255",2020-01-29,"China","Asia",12
"16256",2020-01-30,"China","Asia",17
"16257",2020-01-31,"China","Asia",21
"16258",2020-02-01,"China","Asia",26
"16259",2020-02-02,"China","Asia",28
"16260",2020-02-03,"China","Asia",31
"16261",2020-02-04,"China","Asia",34
"16262",2020-02-05,"China","Asia",34
"16263",2020-02-06,"China","Asia",40
"16264",2020-02-07,"China","Asia",43
"16265",2020-02-08,"China","Asia",45
"16266",2020-02-09,"China","Asia",45
"16267",2020-02-10,"China","Asia",49
"16268",2020-02-11,"China","Asia",53
"16269",2020-02-12,"China","Asia",58
"16270",2020-02-13,"China","Asia",64
"16271",2020-02-14,"China","Asia",67
"16272",2020-02-15,"China","Asia",70
"16273",2020-02-16,"China","Asia",70
"16274",2020-02-17,"China","Asia",70
"16275",2020-02-18,"China","Asia",70
"16276",2020-02-19,"China","Asia",71
"16277",2020-02-20,"China","Asia",71
"16278",2020-02-21,"China","Asia",71
"16279",2020-02-22,"China","Asia",71
"16280",2020-02-23,"China","Asia",71
"16281",2020-02-24,"China","Asia",71
"16282",2020-02-25,"China","Asia",71
"16283",2020-02-26,"China","Asia",71
"16284",2020-02-27,"China","Asia",72
"16285",2020-02-28,"China","Asia",72
"16286",2020-02-29,"China","Asia",73
"16287",2020-03-01,"China","Asia",73
"16288",2020-03-02,"China","Asia",74
"16289",2020-03-03,"China","Asia",74
"16290",2020-03-04,"China","Asia",75
"16291",2020-03-05,"China","Asia",75
"16292",2020-03-06,"China","Asia",75
"16293",2020-03-07,"China","Asia",75
"16294",2020-03-08,"China","Asia",75
"16295",2020-03-09,"China","Asia",75
"16296",2020-03-10,"China","Asia",75
"16297",2020-03-11,"China","Asia",75
"16298",2020-03-12,"China","Asia",75
"16299",2020-03-13,"China","Asia",75
"16300",2020-03-14,"China","Asia",75
"16301",2020-03-15,"China","Asia",75
"16302",2020-03-16,"China","Asia",75
"16303",2020-03-17,"China","Asia",75
"16304",2020-03-18,"China","Asia",75
"16305",2020-03-19,"China","Asia",75
"16306",2020-03-20,"China","Asia",75
"16307",2020-03-21,"China","Asia",75
"16308",2020-03-22,"China","Asia",75
"16309",2020-03-23,"China","Asia",75
"16310",2020-03-24,"China","Asia",75
"16311",2020-03-25,"China","Asia",75
"16312",2020-03-26,"China","Asia",75
"16313",2020-03-27,"China","Asia",75
"16314",2020-03-28,"China","Asia",75
"16315",2020-03-29,"China","Asia",75
"16316",2020-03-30,"China","Asia",75
"16317",2020-03-31,"China","Asia",75
"16318",2020-04-01,"China","Asia",75
"16319",2020-04-02,"China","Asia",75
"16320",2020-04-03,"China","Asia",75
"16321",2020-04-04,"China","Asia",75
"16322",2020-04-05,"China","Asia",75
"16323",2020-04-06,"China","Asia",75
"16324",2020-04-07,"China","Asia",75
"16325",2020-04-08,"China","Asia",75
"16326",2020-04-09,"China","Asia",75
"16327",2020-04-10,"China","Asia",75
"16328",2020-04-11,"China","Asia",75
"16329",2020-04-12,"China","Asia",75
"16330",2020-04-13,"China","Asia",75
"16331",2020-04-14,"China","Asia",75
"16332",2020-04-15,"China","Asia",75
"16333",2020-04-16,"China","Asia",75
"16334",2020-04-17,"China","Asia",75
"16335",2020-04-18,"China","Asia",75
"16336",2020-04-19,"China","Asia",75
"16337",2020-04-20,"China","Asia",75
"16338",2020-04-21,"China","Asia",75
"16339",2020-04-22,"China","Asia",75
"16340",2020-04-23,"China","Asia",75
"16341",2020-04-24,"China","Asia",75
"16342",2020-04-25,"China","Asia",75
"16343",2020-04-26,"China","Asia",75
"16344",2020-04-27,"China","Asia",75
"16345",2020-04-28,"China","Asia",75
"16346",2020-04-29,"China","Asia",75
"16347",2020-04-30,"China","Asia",75
"16348",2020-05-01,"China","Asia",75
"16349",2020-05-02,"China","Asia",75
"16350",2020-05-03,"China","Asia",75
"16351",2020-05-04,"China","Asia",75
"16352",2020-05-05,"China","Asia",75
"16353",2020-05-06,"China","Asia",75
"16354",2020-05-07,"China","Asia",75
"16355",2020-05-08,"China","Asia",75
"16356",2020-05-09,"China","Asia",75
"16357",2020-05-10,"China","Asia",75
"16358",2020-05-11,"China","Asia",75
"16359",2020-05-12,"China","Asia",75
"16360",2020-05-13,"China","Asia",75
"16361",2020-05-14,"China","Asia",75
"16362",2020-05-15,"China","Asia",75
"16363",2020-05-16,"China","Asia",75
"16364",2020-05-17,"China","Asia",75
"16365",2020-05-18,"China","Asia",75
"16366",2020-05-19,"China","Asia",75
"16367",2020-05-20,"China","Asia",75
"16368",2020-05-21,"China","Asia",75
"16369",2020-05-22,"China","Asia",75
"16370",2020-05-23,"China","Asia",75
"16371",2020-05-24,"China","Asia",75
"16372",2020-05-25,"China","Asia",75
"16373",2020-05-26,"China","Asia",75
"16374",2020-05-27,"China","Asia",75
"16375",2020-05-28,"China","Asia",75
"16376",2020-05-29,"China","Asia",75
"16377",2020-05-30,"China","Asia",75
"16378",2020-05-31,"China","Asia",75
"16379",2020-06-01,"China","Asia",75
"16380",2020-06-02,"China","Asia",75
"16381",2020-06-03,"China","Asia",75
"16382",2020-06-04,"China","Asia",75
"16383",2020-06-05,"China","Asia",75
"16384",2020-06-06,"China","Asia",75
"16385",2020-06-07,"China","Asia",75
"16386",2020-06-08,"China","Asia",75
"16387",2020-06-09,"China","Asia",75
"16388",2020-06-10,"China","Asia",75
"16389",2020-06-11,"China","Asia",75
"16390",2020-06-12,"China","Asia",75
"16391",2020-06-13,"China","Asia",75
"16392",2020-06-14,"China","Asia",75
"16393",2020-06-15,"China","Asia",75
"16394",2020-06-16,"China","Asia",75
"16395",2020-06-17,"China","Asia",75
"16396",2020-06-18,"China","Asia",75
"16397",2020-06-19,"China","Asia",75
"16398",2020-06-20,"China","Asia",75
"16399",2020-06-21,"China","Asia",75
"16400",2020-06-22,"China","Asia",75
"16401",2020-06-23,"China","Asia",75
"16402",2020-06-24,"China","Asia",75
"16403",2020-06-25,"China","Asia",75
"16404",2020-06-26,"China","Asia",75
"16405",2020-06-27,"China","Asia",75
"16406",2020-06-28,"China","Asia",75
"16407",2020-06-29,"China","Asia",75
"16408",2020-06-30,"China","Asia",75
"16409",2020-07-01,"China","Asia",75
"16410",2020-07-02,"China","Asia",75
"16411",2020-07-03,"China","Asia",75
"16412",2020-07-04,"China","Asia",75
"16413",2020-07-05,"China","Asia",75
"16414",2020-07-06,"China","Asia",75
"16415",2020-07-07,"China","Asia",75
"16416",2020-07-08,"China","Asia",75
"16417",2020-07-09,"China","Asia",75
"16418",2020-07-10,"China","Asia",75
"16419",2020-07-11,"China","Asia",75
"16420",2020-07-12,"China","Asia",75
"16421",2020-07-13,"China","Asia",75
"16422",2020-07-14,"China","Asia",75
"16423",2020-07-15,"China","Asia",75
"16424",2020-07-16,"China","Asia",75
"16425",2020-07-17,"China","Asia",75
"16426",2020-07-18,"China","Asia",75
"16427",2020-07-19,"China","Asia",75
"16428",2020-07-20,"China","Asia",75
"16429",2020-07-21,"China","Asia",75
"16430",2020-07-22,"China","Asia",75
"16431",2020-07-23,"China","Asia",75
"16432",2020-07-24,"China","Asia",75
"16433",2020-07-25,"China","Asia",75
"16434",2020-07-26,"China","Asia",75
"16435",2020-07-27,"China","Asia",75
"16436",2020-07-28,"China","Asia",75
"16437",2020-07-29,"China","Asia",75
"16438",2020-07-30,"China","Asia",75
"16439",2020-07-31,"China","Asia",75
"16440",2020-08-01,"China","Asia",75
"16441",2020-08-02,"China","Asia",75
"16442",2020-08-03,"China","Asia",75
"16443",2020-08-04,"China","Asia",75
"16444",2020-08-05,"China","Asia",75
"16445",2020-08-06,"China","Asia",75
"16446",2020-08-07,"China","Asia",75
"16447",2020-08-08,"China","Asia",75
"16448",2020-08-09,"China","Asia",75
"16449",2020-08-10,"China","Asia",75
"16450",2020-08-11,"China","Asia",75
"16451",2020-08-12,"China","Asia",75
"16452",2020-08-13,"China","Asia",75
"16453",2020-08-14,"China","Asia",75
"16454",2020-08-15,"China","Asia",75
"16455",2020-08-16,"China","Asia",75
"16456",2020-08-17,"China","Asia",75
"16457",2020-08-18,"China","Asia",75
"16458",2020-08-19,"China","Asia",75
"16459",2020-01-22,"China","Asia",0
"16460",2020-01-23,"China","Asia",0
"16461",2020-01-24,"China","Asia",0
"16462",2020-01-25,"China","Asia",1
"16463",2020-01-26,"China","Asia",1
"16464",2020-01-27,"China","Asia",6
"16465",2020-01-28,"China","Asia",6
"16466",2020-01-29,"China","Asia",6
"16467",2020-01-30,"China","Asia",8
"16468",2020-01-31,"China","Asia",8
"16469",2020-02-01,"China","Asia",9
"16470",2020-02-02,"China","Asia",11
"16471",2020-02-03,"China","Asia",13
"16472",2020-02-04,"China","Asia",15
"16473",2020-02-05,"China","Asia",17
"16474",2020-02-06,"China","Asia",18
"16475",2020-02-07,"China","Asia",18
"16476",2020-02-08,"China","Asia",18
"16477",2020-02-09,"China","Asia",18
"16478",2020-02-10,"China","Asia",18
"16479",2020-02-11,"China","Asia",18
"16480",2020-02-12,"China","Asia",18
"16481",2020-02-13,"China","Asia",18
"16482",2020-02-14,"China","Asia",18
"16483",2020-02-15,"China","Asia",18
"16484",2020-02-16,"China","Asia",18
"16485",2020-02-17,"China","Asia",18
"16486",2020-02-18,"China","Asia",18
"16487",2020-02-19,"China","Asia",18
"16488",2020-02-20,"China","Asia",18
"16489",2020-02-21,"China","Asia",18
"16490",2020-02-22,"China","Asia",18
"16491",2020-02-23,"China","Asia",18
"16492",2020-02-24,"China","Asia",18
"16493",2020-02-25,"China","Asia",18
"16494",2020-02-26,"China","Asia",18
"16495",2020-02-27,"China","Asia",18
"16496",2020-02-28,"China","Asia",18
"16497",2020-02-29,"China","Asia",18
"16498",2020-03-01,"China","Asia",18
"16499",2020-03-02,"China","Asia",18
"16500",2020-03-03,"China","Asia",18
"16501",2020-03-04,"China","Asia",18
"16502",2020-03-05,"China","Asia",18
"16503",2020-03-06,"China","Asia",18
"16504",2020-03-07,"China","Asia",18
"16505",2020-03-08,"China","Asia",18
"16506",2020-03-09,"China","Asia",18
"16507",2020-03-10,"China","Asia",18
"16508",2020-03-11,"China","Asia",18
"16509",2020-03-12,"China","Asia",18
"16510",2020-03-13,"China","Asia",18
"16511",2020-03-14,"China","Asia",18
"16512",2020-03-15,"China","Asia",18
"16513",2020-03-16,"China","Asia",18
"16514",2020-03-17,"China","Asia",18
"16515",2020-03-18,"China","Asia",18
"16516",2020-03-19,"China","Asia",18
"16517",2020-03-20,"China","Asia",18
"16518",2020-03-21,"China","Asia",18
"16519",2020-03-22,"China","Asia",18
"16520",2020-03-23,"China","Asia",18
"16521",2020-03-24,"China","Asia",18
"16522",2020-03-25,"China","Asia",18
"16523",2020-03-26,"China","Asia",18
"16524",2020-03-27,"China","Asia",18
"16525",2020-03-28,"China","Asia",18
"16526",2020-03-29,"China","Asia",18
"16527",2020-03-30,"China","Asia",18
"16528",2020-03-31,"China","Asia",18
"16529",2020-04-01,"China","Asia",18
"16530",2020-04-02,"China","Asia",18
"16531",2020-04-03,"China","Asia",18
"16532",2020-04-04,"China","Asia",18
"16533",2020-04-05,"China","Asia",18
"16534",2020-04-06,"China","Asia",18
"16535",2020-04-07,"China","Asia",18
"16536",2020-04-08,"China","Asia",18
"16537",2020-04-09,"China","Asia",18
"16538",2020-04-10,"China","Asia",18
"16539",2020-04-11,"China","Asia",18
"16540",2020-04-12,"China","Asia",18
"16541",2020-04-13,"China","Asia",18
"16542",2020-04-14,"China","Asia",18
"16543",2020-04-15,"China","Asia",18
"16544",2020-04-16,"China","Asia",18
"16545",2020-04-17,"China","Asia",18
"16546",2020-04-18,"China","Asia",18
"16547",2020-04-19,"China","Asia",18
"16548",2020-04-20,"China","Asia",18
"16549",2020-04-21,"China","Asia",18
"16550",2020-04-22,"China","Asia",18
"16551",2020-04-23,"China","Asia",18
"16552",2020-04-24,"China","Asia",18
"16553",2020-04-25,"China","Asia",18
"16554",2020-04-26,"China","Asia",18
"16555",2020-04-27,"China","Asia",18
"16556",2020-04-28,"China","Asia",18
"16557",2020-04-29,"China","Asia",18
"16558",2020-04-30,"China","Asia",18
"16559",2020-05-01,"China","Asia",18
"16560",2020-05-02,"China","Asia",18
"16561",2020-05-03,"China","Asia",18
"16562",2020-05-04,"China","Asia",18
"16563",2020-05-05,"China","Asia",18
"16564",2020-05-06,"China","Asia",18
"16565",2020-05-07,"China","Asia",18
"16566",2020-05-08,"China","Asia",18
"16567",2020-05-09,"China","Asia",18
"16568",2020-05-10,"China","Asia",18
"16569",2020-05-11,"China","Asia",18
"16570",2020-05-12,"China","Asia",18
"16571",2020-05-13,"China","Asia",18
"16572",2020-05-14,"China","Asia",18
"16573",2020-05-15,"China","Asia",18
"16574",2020-05-16,"China","Asia",18
"16575",2020-05-17,"China","Asia",18
"16576",2020-05-18,"China","Asia",18
"16577",2020-05-19,"China","Asia",18
"16578",2020-05-20,"China","Asia",18
"16579",2020-05-21,"China","Asia",18
"16580",2020-05-22,"China","Asia",18
"16581",2020-05-23,"China","Asia",18
"16582",2020-05-24,"China","Asia",18
"16583",2020-05-25,"China","Asia",18
"16584",2020-05-26,"China","Asia",18
"16585",2020-05-27,"China","Asia",18
"16586",2020-05-28,"China","Asia",18
"16587",2020-05-29,"China","Asia",18
"16588",2020-05-30,"China","Asia",18
"16589",2020-05-31,"China","Asia",18
"16590",2020-06-01,"China","Asia",18
"16591",2020-06-02,"China","Asia",18
"16592",2020-06-03,"China","Asia",18
"16593",2020-06-04,"China","Asia",18
"16594",2020-06-05,"China","Asia",18
"16595",2020-06-06,"China","Asia",18
"16596",2020-06-07,"China","Asia",18
"16597",2020-06-08,"China","Asia",18
"16598",2020-06-09,"China","Asia",18
"16599",2020-06-10,"China","Asia",18
"16600",2020-06-11,"China","Asia",18
"16601",2020-06-12,"China","Asia",18
"16602",2020-06-13,"China","Asia",18
"16603",2020-06-14,"China","Asia",18
"16604",2020-06-15,"China","Asia",18
"16605",2020-06-16,"China","Asia",18
"16606",2020-06-17,"China","Asia",18
"16607",2020-06-18,"China","Asia",18
"16608",2020-06-19,"China","Asia",18
"16609",2020-06-20,"China","Asia",18
"16610",2020-06-21,"China","Asia",18
"16611",2020-06-22,"China","Asia",18
"16612",2020-06-23,"China","Asia",18
"16613",2020-06-24,"China","Asia",18
"16614",2020-06-25,"China","Asia",18
"16615",2020-06-26,"China","Asia",18
"16616",2020-06-27,"China","Asia",18
"16617",2020-06-28,"China","Asia",18
"16618",2020-06-29,"China","Asia",18
"16619",2020-06-30,"China","Asia",18
"16620",2020-07-01,"China","Asia",18
"16621",2020-07-02,"China","Asia",18
"16622",2020-07-03,"China","Asia",18
"16623",2020-07-04,"China","Asia",18
"16624",2020-07-05,"China","Asia",18
"16625",2020-07-06,"China","Asia",18
"16626",2020-07-07,"China","Asia",18
"16627",2020-07-08,"China","Asia",18
"16628",2020-07-09,"China","Asia",18
"16629",2020-07-10,"China","Asia",18
"16630",2020-07-11,"China","Asia",18
"16631",2020-07-12,"China","Asia",18
"16632",2020-07-13,"China","Asia",18
"16633",2020-07-14,"China","Asia",18
"16634",2020-07-15,"China","Asia",18
"16635",2020-07-16,"China","Asia",18
"16636",2020-07-17,"China","Asia",18
"16637",2020-07-18,"China","Asia",18
"16638",2020-07-19,"China","Asia",18
"16639",2020-07-20,"China","Asia",18
"16640",2020-07-21,"China","Asia",18
"16641",2020-07-22,"China","Asia",18
"16642",2020-07-23,"China","Asia",18
"16643",2020-07-24,"China","Asia",18
"16644",2020-07-25,"China","Asia",18
"16645",2020-07-26,"China","Asia",18
"16646",2020-07-27,"China","Asia",18
"16647",2020-07-28,"China","Asia",18
"16648",2020-07-29,"China","Asia",18
"16649",2020-07-30,"China","Asia",18
"16650",2020-07-31,"China","Asia",18
"16651",2020-08-01,"China","Asia",18
"16652",2020-08-02,"China","Asia",18
"16653",2020-08-03,"China","Asia",18
"16654",2020-08-04,"China","Asia",18
"16655",2020-08-05,"China","Asia",18
"16656",2020-08-06,"China","Asia",18
"16657",2020-08-07,"China","Asia",18
"16658",2020-08-08,"China","Asia",18
"16659",2020-08-09,"China","Asia",18
"16660",2020-08-10,"China","Asia",18
"16661",2020-08-11,"China","Asia",18
"16662",2020-08-12,"China","Asia",18
"16663",2020-08-13,"China","Asia",18
"16664",2020-08-14,"China","Asia",18
"16665",2020-08-15,"China","Asia",18
"16666",2020-08-16,"China","Asia",18
"16667",2020-08-17,"China","Asia",18
"16668",2020-08-18,"China","Asia",18
"16669",2020-08-19,"China","Asia",18
"16670",2020-01-22,"China","Asia",0
"16671",2020-01-23,"China","Asia",3
"16672",2020-01-24,"China","Asia",5
"16673",2020-01-25,"China","Asia",15
"16674",2020-01-26,"China","Asia",22
"16675",2020-01-27,"China","Asia",35
"16676",2020-01-28,"China","Asia",46
"16677",2020-01-29,"China","Asia",56
"16678",2020-01-30,"China","Asia",63
"16679",2020-01-31,"China","Asia",87
"16680",2020-02-01,"China","Asia",101
"16681",2020-02-02,"China","Asia",116
"16682",2020-02-03,"China","Asia",128
"16683",2020-02-04,"China","Asia",142
"16684",2020-02-05,"China","Asia",165
"16685",2020-02-06,"China","Asia",173
"16686",2020-02-07,"China","Asia",184
"16687",2020-02-08,"China","Asia",195
"16688",2020-02-09,"China","Asia",208
"16689",2020-02-10,"China","Asia",213
"16690",2020-02-11,"China","Asia",219
"16691",2020-02-12,"China","Asia",225
"16692",2020-02-13,"China","Asia",229
"16693",2020-02-14,"China","Asia",230
"16694",2020-02-15,"China","Asia",232
"16695",2020-02-16,"China","Asia",236
"16696",2020-02-17,"China","Asia",240
"16697",2020-02-18,"China","Asia",240
"16698",2020-02-19,"China","Asia",242
"16699",2020-02-20,"China","Asia",245
"16700",2020-02-21,"China","Asia",245
"16701",2020-02-22,"China","Asia",245
"16702",2020-02-23,"China","Asia",245
"16703",2020-02-24,"China","Asia",245
"16704",2020-02-25,"China","Asia",245
"16705",2020-02-26,"China","Asia",245
"16706",2020-02-27,"China","Asia",245
"16707",2020-02-28,"China","Asia",245
"16708",2020-02-29,"China","Asia",245
"16709",2020-03-01,"China","Asia",245
"16710",2020-03-02,"China","Asia",245
"16711",2020-03-03,"China","Asia",245
"16712",2020-03-04,"China","Asia",245
"16713",2020-03-05,"China","Asia",245
"16714",2020-03-06,"China","Asia",245
"16715",2020-03-07,"China","Asia",245
"16716",2020-03-08,"China","Asia",245
"16717",2020-03-09,"China","Asia",245
"16718",2020-03-10,"China","Asia",245
"16719",2020-03-11,"China","Asia",245
"16720",2020-03-12,"China","Asia",245
"16721",2020-03-13,"China","Asia",245
"16722",2020-03-14,"China","Asia",245
"16723",2020-03-15,"China","Asia",245
"16724",2020-03-16,"China","Asia",245
"16725",2020-03-17,"China","Asia",246
"16726",2020-03-18,"China","Asia",246
"16727",2020-03-19,"China","Asia",246
"16728",2020-03-20,"China","Asia",247
"16729",2020-03-21,"China","Asia",248
"16730",2020-03-22,"China","Asia",248
"16731",2020-03-23,"China","Asia",248
"16732",2020-03-24,"China","Asia",249
"16733",2020-03-25,"China","Asia",250
"16734",2020-03-26,"China","Asia",253
"16735",2020-03-27,"China","Asia",253
"16736",2020-03-28,"China","Asia",253
"16737",2020-03-29,"China","Asia",253
"16738",2020-03-30,"China","Asia",253
"16739",2020-03-31,"China","Asia",253
"16740",2020-04-01,"China","Asia",255
"16741",2020-04-02,"China","Asia",255
"16742",2020-04-03,"China","Asia",255
"16743",2020-04-04,"China","Asia",256
"16744",2020-04-05,"China","Asia",256
"16745",2020-04-06,"China","Asia",256
"16746",2020-04-07,"China","Asia",256
"16747",2020-04-08,"China","Asia",256
"16748",2020-04-09,"China","Asia",256
"16749",2020-04-10,"China","Asia",256
"16750",2020-04-11,"China","Asia",256
"16751",2020-04-12,"China","Asia",256
"16752",2020-04-13,"China","Asia",256
"16753",2020-04-14,"China","Asia",256
"16754",2020-04-15,"China","Asia",256
"16755",2020-04-16,"China","Asia",256
"16756",2020-04-17,"China","Asia",256
"16757",2020-04-18,"China","Asia",256
"16758",2020-04-19,"China","Asia",256
"16759",2020-04-20,"China","Asia",256
"16760",2020-04-21,"China","Asia",277
"16761",2020-04-22,"China","Asia",279
"16762",2020-04-23,"China","Asia",279
"16763",2020-04-24,"China","Asia",286
"16764",2020-04-25,"China","Asia",286
"16765",2020-04-26,"China","Asia",286
"16766",2020-04-27,"China","Asia",286
"16767",2020-04-28,"China","Asia",306
"16768",2020-04-29,"China","Asia",306
"16769",2020-04-30,"China","Asia",306
"16770",2020-05-01,"China","Asia",306
"16771",2020-05-02,"China","Asia",306
"16772",2020-05-03,"China","Asia",306
"16773",2020-05-04,"China","Asia",306
"16774",2020-05-05,"China","Asia",308
"16775",2020-05-06,"China","Asia",308
"16776",2020-05-07,"China","Asia",308
"16777",2020-05-08,"China","Asia",308
"16778",2020-05-09,"China","Asia",308
"16779",2020-05-10,"China","Asia",308
"16780",2020-05-11,"China","Asia",308
"16781",2020-05-12,"China","Asia",308
"16782",2020-05-13,"China","Asia",308
"16783",2020-05-14,"China","Asia",308
"16784",2020-05-15,"China","Asia",308
"16785",2020-05-16,"China","Asia",308
"16786",2020-05-17,"China","Asia",308
"16787",2020-05-18,"China","Asia",308
"16788",2020-05-19,"China","Asia",308
"16789",2020-05-20,"China","Asia",308
"16790",2020-05-21,"China","Asia",308
"16791",2020-05-22,"China","Asia",308
"16792",2020-05-23,"China","Asia",308
"16793",2020-05-24,"China","Asia",308
"16794",2020-05-25,"China","Asia",308
"16795",2020-05-26,"China","Asia",308
"16796",2020-05-27,"China","Asia",308
"16797",2020-05-28,"China","Asia",308
"16798",2020-05-29,"China","Asia",308
"16799",2020-05-30,"China","Asia",308
"16800",2020-05-31,"China","Asia",308
"16801",2020-06-01,"China","Asia",309
"16802",2020-06-02,"China","Asia",309
"16803",2020-06-03,"China","Asia",309
"16804",2020-06-04,"China","Asia",309
"16805",2020-06-05,"China","Asia",309
"16806",2020-06-06,"China","Asia",311
"16807",2020-06-07,"China","Asia",311
"16808",2020-06-08,"China","Asia",311
"16809",2020-06-09,"China","Asia",311
"16810",2020-06-10,"China","Asia",311
"16811",2020-06-11,"China","Asia",311
"16812",2020-06-12,"China","Asia",311
"16813",2020-06-13,"China","Asia",311
"16814",2020-06-14,"China","Asia",313
"16815",2020-06-15,"China","Asia",313
"16816",2020-06-16,"China","Asia",313
"16817",2020-06-17,"China","Asia",314
"16818",2020-06-18,"China","Asia",314
"16819",2020-06-19,"China","Asia",314
"16820",2020-06-20,"China","Asia",316
"16821",2020-06-21,"China","Asia",317
"16822",2020-06-22,"China","Asia",317
"16823",2020-06-23,"China","Asia",319
"16824",2020-06-24,"China","Asia",319
"16825",2020-06-25,"China","Asia",319
"16826",2020-06-26,"China","Asia",319
