id,nom_bureau,categorie,Code_postal,ville,Code_INSEE,lat,lng,latlong
00004A,ANGLEFORT RP,Relais poste commer??ant,1350,ANGLEFORT,1010,45.913897,5.809086,45.913897
00007A,BELLEGARDE ARLOD RP,Relais poste commer??ant,1200,BELLEGARDE SUR VALSERINE,1033,46.097553,5.815026,46.097553
00008A,ARS SUR FORMANS BP,Bureau de Poste,1480,ARS SUR FORMANS,1021,45.992899,4.821718,45.992899
00009A,ARTEMARE BP,Bureau de Poste,1510,ARTEMARE,1022,45.874238,5.692603,45.874238
00012A,BEAUPONT RP,Relais poste commer??ant,1270,BEAUPONT,1029,46.410523,5.264468,46.410523
00013A,BEAUREGARD AP,Agence postale communale,1480,BEAUREGARD,1030,46.002912,4.751093,46.002912
00015A,BELIGNEUX CAMP DE LA VALBONNE BP,Bureau de Poste,1360,BELIGNEUX,1032,45.848872,5.125244,45.848872
00016A,BELLEGARDE SUR VALSERINE PAL,Bureau de Poste,1200,BELLEGARDE SUR VALSERINE,1033,46.107098,5.824684,46.107098
00020A,BEYNOST BP,Bureau de Poste,1700,BEYNOST,1043,45.836577,5.000149,45.836577
00024A,BOLOZON AP,Agence postale communale,1450,BOLOZON,1051,46.19212,5.473216,46.19212
00028A,CORGENON RP,Relais poste commer??ant,1310,BUELLAS,1065,46.198072,5.159356,46.198072
00037A,CHAMPDOR AP,Agence postale communale,1110,CHAMPDOR,1080,46.016655,5.596165,46.016655
00039A,CHANAY AP,Agence postale communale,1420,CHANAY,1082,46.005389,5.785069,46.005389
00045A,CHATILLON LA PALUD AP,Agence postale communale,1320,CHATILLON LA PALUD,1092,45.972564,5.254418,45.972564
00052A,CHEVRY AP,Agence postale communale,1170,CHEVRY,1103,46.280826,6.039618,46.280826
00057A,CONDEISSIAT AP,Agence postale communale,1400,CONDEISSIAT,1113,46.156985,5.079904,46.156985
00058A,CONFORT RP,Relais poste commer??ant,1200,CONFORT,1114,46.149965,5.822667,46.149965
00066A,DIVONNE LES BAINS BP,Bureau de Poste,1220,DIVONNE LES BAINS,1143,46.35689,6.142471,46.35689
00072A,FEILLENS BP,Bureau de Poste,1570,FEILLENS,1159,46.335753,4.889533,46.335753
00074A,FOISSIAT RP,Relais poste commer??ant,1340,FOISSIAT,1163,46.37005158,5.17524029,46.37005158
00084A,JUJURIEUX AP,Agence postale communale,1640,JUJURIEUX,1199,46.0423,5.4102,46.0423
00106A,MONTLUEL BP,Bureau de Poste,1120,MONTLUEL,1262,45.849798,5.057299,45.849798
00117A,PARCIEUX AP,Agence postale communale,1600,PARCIEUX,1285,45.915498,4.824068,45.915498
00118A,PERON RP,Relais poste commer??ant,1630,PERON,1288,46.183411,5.928338,46.183411
00124A,PONT DE VAUX BP,Bureau de Poste,1190,PONT DE VAUX,1305,46.430064,4.938305,46.430064
00132A,SAINT ANDRE DE CORCY BP,Bureau de Poste,1390,ST ANDRE DE CORCY,1333,45.927691,4.956426,45.927691
00137A,SAINT DIDIER D AUSSIAT RP,Relais poste commer??ant,1340,ST DIDIER D AUSSIAT,1346,46.306273,5.060833,46.306273
00167A,THEZILLIEU AP,Agence postale communale,1110,THEZILLIEU,1417,45.893448,5.596994,45.893448
00172A,TRAMOYES RP,Relais poste commer??ant,1390,TRAMOYES,1424,45.874594,4.965866,45.874594
00177A,VERSAILLEUX RP,Relais poste commer??ant,1330,VERSAILLEUX,1434,45.980008,5.101274,45.980008
00181A,VILLENEUVE AP,Agence postale communale,1480,VILLENEUVE,1446,46.021593,4.83731,46.021593
00184A,VIRIAT AP,Agence postale communale,1440,VIRIAT,1451,46.254095,5.215534,46.254095
00185A,VIRIEU LE GRAND BP,Bureau de Poste,1510,VIRIEU LE GRAND,1452,45.848425,5.651505,45.848425
00196A,BOURG EN BRESSE MAGINOT BP,Bureau de Poste,1000,BOURG EN BRESSE,1053,46.210095,5.227309,46.210095
00205A,ANIZY LE GRAND,Bureau de Poste,2320,ANIZY LE GRAND,2018,49.5054,3.451645,49.5054
00222A,BLERANCOURT BP,Bureau de Poste,2300,BLERANCOURT,2093,49.517295,3.151516,49.517295
00223A,BOHAIN EN VERMANDOIS,Bureau de Poste,2110,BOHAIN EN VERMANDOIS,2095,49.98706,3.454553,49.98706
00231A,BUCY LE LONG BP,Bureau de Poste,2880,BUCY LE LONG,2131,49.390002,3.396342,49.390002
00233A,BUIRONFOSSE BP,Bureau de Poste,2620,BUIRONFOSSE,2135,49.964268,3.836642,49.964268
00235A,LE CATELET AP,Agence postale communale,2420,LE CATELET,2143,50.002763,3.246182,50.002763
00242A,CIRY SALSOGNE AP,Agence postale communale,2220,CIRY SALSOGNE,2195,49.363899,3.463001,49.363899
00243A,CLAIRFONTAINE AP,Agence postale communale,2260,CLAIRFONTAINE,2197,49.982412,3.990205,49.982412
00245A,COINCY BP,Bureau de Poste,2210,COINCY,2203,49.161804,3.42115,49.161804
00249A,COUCY LES EPPES AP,Agence postale communale,2840,COUCY LES EPPES,2218,49.551717,3.767689,49.551717
00256A,DERCY AP,Agence postale communale,2270,DERCY,2261,49.705811,3.685639,49.705811
00259A,ESSIGNY LE GRAND AP,Agence postale communale,2690,ESSIGNY LE GRAND,2287,49.775908,3.276629,49.775908
00261A,ESTREES AP,Agence postale communale,2420,ESTREES,2291,49.968136,3.284828,49.968136
00265A,ETREUX BP,Bureau de Poste,2510,ETREUX,2298,49.993264,3.655687,49.993264
00266A,TERGNIER FARGNIERS BP,Bureau de Poste,2700,TERGNIER,2738,49.6588,3.314829,49.6588
00269A,LA FERTE CHEVRESIS AP,Agence postale communale,2270,LA FERTE CHEVRESIS,2306,49.736351,3.558353,49.736351
00280A,GRUGIES AP,Agence postale communale,2680,GRUGIES,2359,49.813,3.2645,49.813
00290A,JUSSY AP,Agence postale communale,2480,JUSSY,2397,49.723647,3.233248,49.723647
00297A,LIESSE NOTRE DAME BP,Bureau de Poste,2350,LIESSE NOTRE DAME,2430,49.610482,3.803024,49.610482
00299A,MARLE BP,Bureau de Poste,2250,MARLE,2468,49.739964,3.770456,49.739964
00300A,MARLY GOMONT BP,Bureau de Poste,2120,MARLY GOMONT,2469,49.904974,3.787922,49.904974
00304A,MEZIERES SUR OISE AP,Agence postale communale,2240,MEZIERES SUR OISE,2483,49.782412,3.400364,49.782412
00307A,MONS EN LAONNOIS AP,Agence postale communale,2000,MONS EN LAONNOIS,2497,49.538273,3.553565,49.538273
00311A,MONTESCOURT LIZEROLLES BP,Bureau de Poste,2440,MONTESCOURT LIZEROLLES,2504,49.735742,3.250324,49.735742
00313A,MONT NOTRE DAME AP,Agence postale communale,2220,MONT NOTRE DAME,2520,49.292206,3.579981,49.292206
00316A,MOY DE L AISNE BP,Bureau de Poste,2610,MOY DE L AISNE,2532,49.750699,3.365286,49.750699
00318A,NEUFCHATEL SUR AISNE AP,Agence postale communale,2190,NEUFCHATEL SUR AISNE,2541,49.431941,4.034194,49.431941
00330A,PLOMION AP,Agence postale communale,2140,PLOMION,2608,49.807268,4.016691,49.807268
00341A,ROZOY SUR SERRE BP,Bureau de Poste,2360,ROZOY SUR SERRE,2666,49.709595,4.129392,49.709595
00346A,SAINT QUENTIN BASILIQUE,Bureau de Poste,2100,ST QUENTIN,2691,49.846698,3.290367,49.846698
00350A,SERAUCOURT LE GRAND RP,Relais poste commer??ant,2790,SERAUCOURT LE GRAND,2710,49.779995,3.211608,49.779995
00356A,TRELOU SUR MARNE AP,Agence postale communale,2850,TRELOU SUR MARNE,2748,49.075475,3.609534,49.075475
00359A,URCEL AP,Agence postale communale,2000,URCEL,2755,49.493497,3.555618,49.493497
00361A,VAILLY SUR AISNE BP,Bureau de Poste,2370,VAILLY SUR AISNE,2758,49.410153,3.517976,49.410153
00365A,VENIZEL AP,Agence postale communale,2200,VENIZEL,2780,49.367025,3.394863,49.367025
00366A,VERMAND AP,Agence postale communale,2490,VERMAND,2785,49.87809,3.150701,49.87809
00368A,VERVINS BP,Bureau de Poste,2140,VERVINS,2789,49.833738,3.909473,49.833738
00370A,VIELS MAISONS BP,Bureau de Poste,2540,VIELS MAISONS,2798,48.895825,3.396105,48.895825
00377A,SAINT QUENTIN SAINT MARTIN AP,Agence postale communale,2100,ST QUENTIN,2691,49.841028,3.271197,49.841028
00384A,SAINT QUENTIN FAUBOURG D ISLE BP,Bureau de Poste,2100,ST QUENTIN,2691,49.839206,3.300552,49.839206
00386A,LAON CHAMPAGNE BP,Bureau de Poste,2000,LAON,2408,49.564325,3.642821,49.564325
00401A,BELLENAVES BP,Bureau de Poste,3330,BELLENAVES,3022,46.198896,3.07839,46.198896
00412A,LE BRETHON AP,Agence postale communale,3350,LE BRETHON,3041,46.569896,2.717087,46.569896
00415A,BUSSET AP,Agence postale communale,3270,BUSSET,3045,46.060296,3.515041,46.060296
00418A,LA CHABANNE AP,Agence postale communale,3250,LA CHABANNE,3050,46.021794,3.752227,46.021794
00434A,COULEUVRE AP,Agence postale communale,3320,COULEUVRE,3087,46.671567,2.905983,46.671567
00435A,MOULINS JACQUEMART RP,Relais poste commer??ant,3000,MOULINS,3190,46.5665,3.3324,46.5665
00436A,CRECHY AP,Agence postale communale,3150,CRECHY,3091,46.26053371,3.423658092,46.26053371
00437A,CRESSANGES AP,Agence postale communale,3240,CRESSANGES,3092,46.444579,3.160434,46.444579
00439A,CUSSET,Bureau de Poste,3300,CUSSET,3095,46.134099,3.455504,46.134099
00445A,DOMERAT,Bureau de Poste,3410,DOMERAT,3101,46.362199,2.533828,46.362199
00446A,DOMPIERRE SUR BESBRE BP,Bureau de Poste,3290,DOMPIERRE SUR BESBRE,3102,46.523532,3.679613,46.523532
00450A,EBREUIL BP,Bureau de Poste,3450,EBREUIL,3107,46.115396,3.08713,46.115396
00451A,ECHASSIERES AP,Agence postale communale,3330,ECHASSIERES,3108,46.183057,2.93456,46.183057
00452A,ESCUROLLES AP,Agence postale communale,3110,ESCUROLLES,3109,46.143354,3.263789,46.143354
00455A,ETROUSSAT AP,Agence postale communale,3140,ETROUSSAT,3112,46.219099,3.221754,46.219099
00464A,BRESNAY AP,Agence postale communale,3210,BRESNAY,3039,46.442554,3.24891,46.442554
00465A,GOUISE AP,Agence postale communale,3340,GOUISE,3124,46.411368,3.429558,46.411368
00469A,ISSERPENT AP,Agence postale communale,3120,ISSERPENT,3131,46.162799,3.608237,46.162799
00471A,JENZAT AP,Agence postale communale,3800,JENZAT,3133,46.161723,3.192468,46.161723
00475A,LENAX AP,Agence postale communale,3130,LENAX,3142,46.2985,3.8154,46.2985
00477A,LOUROUX BOURBONNAIS AP,Agence postale communale,3350,LOUROUX BOURBONNAIS,3150,46.535796,2.840546,46.535796
00479A,LURCY LEVIS BP,Bureau de Poste,3320,LURCY LEVIS,3155,46.728351,2.938454,46.728351
00488A,MONETAY SUR LOIRE AP,Agence postale communale,3470,MONETAY SUR LOIRE,3177,46.43117,3.81651,46.43117
00490A,MONTAIGU LE BLIN AP,Agence postale communale,3150,MONTAIGU LE BLIN,3179,46.2956,3.510796,46.2956
00496A,MONTVICQ BP,Bureau de Poste,3170,MONTVICQ,3189,46.320199,2.821918,46.320199
00499A,NAVES AP,Agence postale communale,3330,NAVES,3194,46.17530503,3.109431648,46.17530503
00502A,NOYANT D ALLIER BP,Bureau de Poste,3210,NOYANT D ALLIER,3202,46.482355,3.12929,46.482355
00506A,POUZY MESANGY AP,Agence postale communale,3320,POUZY MESANGY,3210,46.708492,3.00372,46.708492
00509A,RONGERES RP,Relais poste commer??ant,3150,RONGERES,3215,46.294599,3.449479,46.294599
00518A,SAINT GERAND LE PUY BP,Bureau de Poste,3150,ST GERAND LE PUY,3235,46.257372,3.512178,46.257372
00519A,SAINT GERMAIN DES FOSSES BP,Bureau de Poste,3260,ST GERMAIN DES FOSSES,3236,46.207356,3.433742,46.207356
00521A,SAINT HILAIRE BP,Bureau de Poste,3440,ST HILAIRE,3238,46.49408,3.020967,46.49408
00523A,SAINT LEOPARDIN D'AUGY AP,Agence postale communale,3160,ST LEOPARDIN D AUGY,3241,46.683514,3.104469,46.683514
00528A,SAINT SAUVIER AP,Agence postale communale,3370,ST SAUVIER,3259,46.38685,2.330665,46.38685
00539A,THIONNE RP,Relais poste commer??ant,3220,THIONNE,3284,46.404674,3.573491,46.404674
00540A,TREBAN BP,Bureau de Poste,3240,TREBAN,3287,46.404604,3.173954,46.404604
00548A,VALLON EN SULLY BP,Bureau de Poste,3190,VALLON EN SULLY,3297,46.536702,2.608566,46.536702
00550A,VAUMAS RP,Relais poste commer??ant,3220,VAUMAS,3300,46.446438,3.63052,46.446438
00552A,VENDAT BP,Bureau de Poste,3110,VENDAT,3304,46.16733,3.351169,46.16733
00560A,VILLENEUVE SUR ALLIER AP,Agence postale communale,3460,VILLENEUVE SUR ALLIER,3316,46.6607,3.247,46.6607
00563A,YGRANDE AP,Agence postale communale,3160,YGRANDE,3320,46.5525,2.9434,46.5525
00564A,YZEURE BP,Bureau de Poste,3400,YZEURE,3321,46.565314,3.354295,46.565314
00576A,VICHY LYAUTEY RP,Relais poste commer??ant,3200,VICHY,3310,46.1202,3.4321,46.1202
00578A,MOULINS CHAMPINS BP,Bureau de Poste,3000,MOULINS,3190,46.548095,3.336692,46.548095
00581A,ALLEMAGNE EN PROVENCE AP,Agence postale communale,4500,ALLEMAGNE EN PROVENCE,4004,43.782241,6.007099,43.782241
00586A,BARCELONNETTE BP,Bureau de Poste,4400,BARCELONNETTE,4019,44.387848,6.653842,44.387848
00593A,LA BRILLANNE BP,Bureau de Poste,4700,LA BRILLANNE,4034,43.9273,5.890693,43.9273
00595A,CASTELLANE BP,Bureau de Poste,4120,CASTELLANE,4039,43.846238,6.513834,43.846238
00603A,CORBIERES AP,Agence postale communale,4220,CORBIERES,4063,43.761023,5.750435,43.761023
00605A,DAUPHIN ET SAINT MAIME BP,Bureau de Poste,4300,DAUPHIN,4068,43.902978,5.78393,43.902978
00608A,ENTREVAUX BP,Bureau de Poste,4320,ENTREVAUX,4076,43.948583,6.810555,43.948583
00615A,LA JAVIE BP,Bureau de Poste,4420,LA JAVIE,4097,44.1738,6.350918,44.1738
00616A,LARCHE AP,Agence postale communale,4530,VAL D ORONAYE,4120,44.451385,6.846542,44.451385
00626A,MONTAGNAC MONTPEZAT AP,Agence postale communale,4500,MONTAGNAC MONTPEZAT,4124,43.779817,6.095171,43.779817
00631A,NOYERS SUR JABRON AP,Agence postale communale,4200,NOYERS SUR JABRON,4139,44.168525,5.828728,44.168525
00632A,ONGLES AP,Agence postale communale,4230,ST ETIENNE LES ORGUES,4141,44.027595,5.733785,44.027595
00650A,SAINT MARTIN DE BROMES AP,Agence postale communale,4800,ST MARTIN DE BROMES,4189,43.769332,5.945936,43.769332
00658A,SISTERON,Bureau de Poste,4200,SISTERON,4209,44.195478,5.94265,44.195478
00662A,THORAME HAUTE AP,Agence postale communale,4170,THORAME HAUTE,4219,44.096268,6.554226,44.096268
00664A,TURRIERS AP,Agence postale communale,4250,TURRIERS,4222,44.40086,6.16898,44.40086
00674A,LA FOUX D ALLOS BP,Bureau de Poste,4260,ALLOS,4006,44.290104,6.569434,44.290104
00680A,ARVIEUX AP,Agence postale communale,5350,ARVIEUX,5007,44.76717,6.73332,44.76717
00690A,CHATEAUROUX LES ALPES BP,Bureau de Poste,5380,CHATEAUROUX LES ALPES,5036,44.613458,6.521194,44.613458
00696A,L EPINE AP,Agence postale communale,5700,L EPINE,5048,44.41674,5.61545,44.41674
00702A,LA CHAPELLE EN VALGAUDEMAR BP,Bureau de Poste,5800,LA CHAPELLE EN VALGAUDEMAR,5064,44.816858,6.195454,44.816858
00710A,MONTMAUR AP,Agence postale communale,5400,MONTMAUR,5087,44.5709,5.8741,44.5709
00711A,LA MOTTE EN CHAMPSAUR AP,Agence postale communale,5500,LA MOTTE EN CHAMPSAUR,5090,44.731846,6.066697,44.731846
00715A,LES ORRES AP,Agence postale communale,5200,LES ORRES,5098,44.514,6.550263,44.514
00727A,SAINT CLEMENT AP,Agence postale communale,5600,ST CLEMENT SUR DURANCE,5134,44.648094,6.577918,44.648094
00732A,SAINT FIRMIN EN VALGAUDEMARD BP,Bureau de Poste,5800,ST FIRMIN EN VALGODEMARD,5142,44.781006,6.028217,44.781006
00741A,SAVINES LE LAC AP,Agence postale communale,5160,SAVINES LE LAC,5164,44.5259,6.4054,44.5259
00743A,SIGOYER BP,Bureau de Poste,5130,SIGOYER,5168,44.477796,5.976204,44.477796
00747A,VALSERRES AP,Agence postale communale,5130,VALSERRES,5176,44.487168,6.125667,44.487168
00750A,VEYNES,Bureau de Poste,5400,VEYNES,5179,44.533746,5.821095,44.533746
00753A,BRIANCON SAINTE CATHERINE,Bureau de Poste,5100,BRIANCON,5023,44.897493,6.633699,44.897493
00760A,LA BEAUME AP,Agence postale communale,5140,LA BEAUME,5019,44.552526,5.636486,44.552526
00768A,ASPREMONT AP,Agence postale communale,6790,ASPREMONT,6006,43.783692,7.243135,43.783692
00774A,BENDEJUN AP,Agence postale communale,6390,BENDEJUN,6014,43.835419,7.294997,43.835419
00784A,BRIANCONNET AP,Agence postale communale,6850,BRIANCONNET,6024,43.864005,6.757589,43.864005
00806A,FALICON AP,Agence postale communale,6950,FALICON,6060,43.748954,7.278804,43.748954
00810A,GATTIERES BP,Bureau de Poste,6510,GATTIERES,6064,43.760295,7.176638,43.760295
00816A,GUILLAUMES BP,Bureau de Poste,6470,GUILLAUMES,6071,44.088789,6.853187,44.088789
00818A,LANTOSQUE BP,Bureau de Poste,6450,LANTOSQUE,6074,43.974375,7.311678,43.974375
00820A,LUCERAM AP,Agence postale communale,6440,LUCERAM,6077,43.883543,7.360861,43.883543
00821A,MALAUSSENE AP,Agence postale communale,6710,MALAUSSENE,6078,43.927096,7.130499,43.927096
00825A,MOUGINS BP,Bureau de Poste,6250,MOUGINS,6085,43.6013,6.996279,43.6013
00841A,LA ROQUETTE SUR SIAGNE BP,Bureau de Poste,6550,LA ROQUETTE SUR SIAGNE,6108,43.598693,6.956348,43.598693
00843A,LE ROURET BP,Bureau de Poste,6650,LE ROURET,6112,43.676295,7.011914,43.676295
00846A,SAINT AUBAN AP,Agence postale communale,6850,ST AUBAN,6116,43.848688,6.726588,43.848688
00849A,SAINT ETIENNE DE TINEE BP,Bureau de Poste,6660,ST ETIENNE DE TINEE,6120,44.254851,6.925039,44.254851
00852A,ST LAURENT DU VAR DE GAULLE PAL,Bureau de Poste,6700,ST LAURENT DU VAR,6123,43.665696,7.193614,43.665696
00861A,SOSPEL BP,Bureau de Poste,6380,SOSPEL,6136,43.87847,7.44737,43.87847
00863A,THEOULE SUR MER BP,Bureau de Poste,6590,THEOULE SUR MER,6138,43.505893,6.940066,43.505893
00870A,LA TURBIE BP,Bureau de Poste,6320,LA TURBIE,6150,43.745043,7.400085,43.745043
00874A,VALLAURIS BP,Bureau de Poste,6220,VALLAURIS,6155,43.577492,7.05071,43.577492
00906A,PEONE AP,Agence postale communale,6470,PEONE,6094,44.116,6.9058,44.116
00922A,GRASSE LA BLAQUIERE AP,Agence postale communale,6130,GRASSE,6069,43.64981,6.93436,43.64981
00924A,NICE MALAUSSENA,Bureau de Poste,6000,NICE,6088,43.709796,7.263748,43.709796
00932A,CAGNES SUR MER LE CROS BP,Bureau de Poste,6800,CAGNES SUR MER,6027,43.6573,7.1654,43.6573
00939A,NICE CIMIEZ BP,Bureau de Poste,6000,NICE,6088,43.7153,7.271836,43.7153
00940A,NICE GARIBALDI,Bureau de Poste,6300,NICE,6088,43.704296,7.285407,43.704296
00951A,NICE MAGNAN BP,Bureau de Poste,6200,NICE,6088,43.689793,7.241366,43.689793
00952A,NICE L ARENAS BP,Bureau de Poste,6200,NICE,6088,43.669823,7.218357,43.669823
00953A,NICE SAINTE HELENE,Bureau de Poste,6200,NICE,6088,43.682948,7.232611,43.682948
00957A,NICE SAINT ROCH,Bureau de Poste,6300,NICE,6088,43.715396,7.290817,43.715396
00960A,ANTIBES DE GAULLE BP,Bureau de Poste,6600,ANTIBES,6004,43.581295,7.120683,43.581295
00966A,GRASSE PLASCASSIER AP,Agence postale communale,6130,GRASSE,6069,43.642994,6.97603,43.642994
00994A,ANNONAY LEVERT,Bureau de Poste,7100,ANNONAY,7010,45.239389,4.667747,45.239389
01003A,LE BEAGE BP,Bureau de Poste,7630,LE BEAGE,7026,44.849134,4.119363,44.849134
01009A,BOUCIEU LE ROI RP,Relais poste commer??ant,7270,BOUCIEU LE ROI,7040,45.036197,4.682118,45.036197
01022A,COLOMBIER LE JEUNE AP,Agence postale communale,7270,COLOMBIER LE JEUNE,7068,45.01109,4.700699,45.01109
01023A,COLOMBIER LE VIEUX AP,Agence postale communale,7410,COLOMBIER LE VIEUX,7069,45.065792,4.696241,45.065792
01024A,CORNAS AP,Agence postale communale,7130,CORNAS,7070,44.9637,4.8474,44.9637
01038A,FELINES AP,Agence postale communale,7340,FELINES,7089,45.3163,4.7286,45.3163
01042A,GROSPIERRES AP,Agence postale communale,7120,GROSPIERRES,7101,44.39624,4.2823,44.39624
01044A,ISSARLES AP,Agence postale communale,7470,ISSARLES,7106,44.863522,4.039484,44.863522
01054A,LACHAPELLE SOUS AUBENAS AP,Agence postale communale,7200,LACHAPELLE SOUS AUBENAS,7122,44.564621,4.363748,44.564621
01059A,LANARCE AP,Agence postale communale,7660,LANARCE,7130,44.728991,4.003881,44.728991
01062A,LAVILLEDIEU BP,Bureau de Poste,7170,LAVILLEDIEU,7138,44.574786,4.454008,44.574786
01066A,MARIAC AP,Agence postale communale,7160,MARIAC,7150,44.883655,4.367601,44.883655
01068A,MAUVES AP,Agence postale communale,7300,MAUVES,7152,45.039061,4.830391,45.039061
01078A,PEAUGRES AP,Agence postale communale,7340,PEAUGRES,7172,45.286625,4.729004,45.286625
01096A,SAINT ANDRE DE CRUZIERES AP,Agence postale communale,7460,ST ANDRE DE CRUZIERES,7211,44.313426,4.215419,44.313426
01097A,ST ANDRE EN VIVARAIS RP,Relais poste commer??ant,7690,SAINT ANDRE EN VIVARAIS,7212,45.120133,4.412265,45.120133
01100A,SAINT CHRISTOL AP,Agence postale communale,7160,ST CHRISTOL,7220,44.867804,4.442029,44.867804
01101A,SAINT CIRGUES EN MONTAGNE BP,Bureau de Poste,7510,ST CIRGUES EN MONTAGNE,7224,44.755328,4.0923,44.755328
01126A,SAINT PAUL LE JEUNE BP,Bureau de Poste,7460,ST PAUL LE JEUNE,7280,44.33987,4.151428,44.33987
01131A,SAINT PRIX AP,Agence postale communale,7270,ST PRIX,7290,44.943065,4.501591,44.943065
01132A,ST REMEZE AP,Agence postale communale,7700,ST REMEZE,7291,44.391863,4.50114,44.391863
01138A,SATILLIEU BP,Bureau de Poste,7290,SATILLIEU,7309,45.149709,4.614427,45.149709
01142A,LE TEIL BP,Bureau de Poste,7400,LE TEIL,7319,44.549073,4.68357,44.549073
01143A,THUEYTS,Bureau de Poste,7330,THUEYTS,7322,44.67506,4.221013,44.67506
01162A,VIVIERS BP,Bureau de Poste,7220,VIVIERS,7346,44.483279,4.687235,44.483279
01179A,ASFELD BP,Bureau de Poste,8190,ASFELD,8024,49.470981,4.119933,49.470981
01180A,ATTIGNY BP,Bureau de Poste,8130,ATTIGNY,8025,49.478022,4.578685,49.478022
01188A,BAZEILLES BP,Bureau de Poste,8140,BAZEILLES,8053,49.676782,4.978283,49.676782
01190A,BLAGNY RP,Relais poste commer??ant,8110,BLAGNY,8067,49.620708,5.191425,49.620708
01196A,CHALLERANGE RP,Relais poste commer??ant,8400,CHALLERANGE,8097,49.310142,4.745279,49.310142
01217A,LES HAUTES RIVIERES BP,Bureau de Poste,8800,LES HAUTES RIVIERES,8218,49.883562,4.842121,49.883562
01221A,LAIFOUR AP,Agence postale communale,8800,LAIFOUR,8242,49.91247,4.69289,49.91247
01222A,LAUNOIS SUR VENCE AP,Agence postale communale,8430,LAUNOIS SUR VENCE,8248,49.653869,4.538374,49.653869
01223A,LIART AP,Agence postale communale,8290,LIART,8254,49.769117,4.34022,49.769117
01230A,MAUBERT FONTAINE BP,Bureau de Poste,8260,MAUBERT FONTAINE,8282,49.867702,4.430404,49.867702
01233A,MONTHERME BP,Bureau de Poste,8800,MONTHERME,8302,49.885763,4.737987,49.885763
01234A,MONTHOIS AP,Agence postale communale,8400,MONTHOIS,8303,49.312361,4.709242,49.312361
01235A,MOUZON BP,Bureau de Poste,8210,MOUZON,8311,49.606896,5.076053,49.606896
01237A,NEUFMANIL AP,Agence postale communale,8700,NEUFMANIL,8316,49.809417,4.793558,49.809417
01240A,NOVION PORCIEN RP,Relais poste commer??ant,8270,NOVION PORCIEN,8329,49.599223,4.424548,49.599223
01241A,NOYERS PONT MAUGIS RP,Relais poste commer??ant,8350,NOYERS PONT MAUGIS,8331,49.669824,4.9553,49.669824
01245A,REMILLY AILLICOURT AP,Agence postale communale,8450,REMILLY AILLICOURT,8357,49.651852,4.994042,49.651852
01251A,ROCROI,Bureau de Poste,8230,ROCROI,8367,49.924029,4.520095,49.924029
01252A,ROUVROY SUR AUDRY RP,Relais poste commer??ant,8150,ROUVROY SUR AUDRY,8370,49.787907,4.493285,49.787907
01253A,RUMIGNY AP,Agence postale communale,8290,RUMIGNY,8373,49.807404,4.266227,49.807404
01256A,SAULCES MONCLIN RP,Relais poste commer??ant,8270,SAULCES MONCLIN,8402,49.577098,4.493876,49.577098
01258A,SEDAN TURENNE,Bureau de Poste,8200,SEDAN,8409,49.702596,4.943948,49.702596
01263A,THIN LE MOUTIER RP,Relais poste commer??ant,8460,THIN LE MOUTIER,8449,49.718762,4.504878,49.718762
01268A,VIVIER AU COURT BP,Bureau de Poste,8440,VIVIER AU COURT,8488,49.734193,4.827089,49.734193
01279A,SEDAN TORCY BP,Bureau de Poste,8200,SEDAN,8409,49.698309,4.927674,49.698309
01289A,ARTIGAT AP,Agence postale communale,9130,ARTIGAT,9019,43.135797,1.439689,43.135797
01290A,ANDORRE LA VIEILLE,Bureau de Poste,9999,ANDORRE LA VIEILLE,99130,42.5073,1.52837,42.5073
01291A,CANILLO AP,Agence postale communale,9920,CANILLO,9920,42.56628,1.59812,42.56628
01298A,SAN JULIA DE LORIA AP,Agence postale communale,9920,ST JULIA,9920,42.469047,1.492435,42.469047
01308A,BETCHAT AP,Agence postale communale,9160,BETCHAT,9054,43.09433,1.01186,43.09433
01309A,BIERT AP,Agence postale communale,9320,BIERT,9057,42.899208,1.315352,42.899208
01323A,ENGOMER BP,Bureau de Poste,9800,ENGOMER,9111,42.947997,1.058906,42.947997
01328A,LE FOSSAT BP,Bureau de Poste,9130,LE FOSSAT,9124,43.174468,1.405913,43.174468
01330A,GANAC AP,Agence postale communale,9000,GANAC,9130,42.94743,1.56375,42.94743
01343A,MASSAT BP,Bureau de Poste,9320,MASSAT,9182,42.889697,1.345096,42.889697
01347A,MERENS LES VALS AP,Agence postale communale,9110,MERENS LES VALS,9189,42.65785,1.83577,42.65785
01348A,MIREPOIX BP,Bureau de Poste,9500,MIREPOIX,9194,43.08734,1.875629,43.08734
01354A,NIAUX AP,Agence postale communale,9400,NIAUX,9217,42.813727,1.591616,42.813727
01356A,ORNOLAC USSAT LES BAINS BP,Bureau de Poste,9400,ORNOLAC USSAT LES BAINS,9221,42.81673698,1.630273575,42.81673698
01364A,RABAT LES TROIS SEIGNEURS AP,Agence postale communale,9400,RABAT LES TROIS SEIGNEURS,9241,42.855842,1.553578,42.855842
01370A,SAINTE CROIX VOLVESTRE BP,Bureau de Poste,9230,STE CROIX VOLVESTRE,9257,43.12581,1.174488,43.12581
01373A,SAINT JEAN DU FALGA BP,Bureau de Poste,9100,ST JEAN DU FALGA,9265,43.086194,1.626819,43.086194
01374A,SAINT LIZIER AP,Agence postale communale,9190,ST LIZIER,9268,43.0014197,1.137890199,43.0014197
