id,nom_bureau,categorie,Code_postal,ville,Code_INSEE,lat,lng,latlong
11897A,LA ROCHE BLANCHE BP,Bureau de Poste,63670,LA ROCHE BLANCHE,63302,45.70496659,3.129536267,45.70496659
06058A,MALARTIC PRESSE RPC RP,Relais poste commer??ant,33170,GRADIGNAN,33192,44.7742,-0.5972,44.7742
12822D,OTTROTT RP,Relais poste commer??ant,67530,OTTROTT,67368,48.45756821,7.424891195,48.45756821
15201A,PARTHENAY EUROPE BP,Bureau de Poste,79200,PARTHENAY,79202,46.648097,-0.222174,46.648097
11318A,ALENCON R P,Bureau de Poste,61000,ALENCON,61001,48.431065,0.088044,48.431065
11899A,ROCHEFORT MONTAGNE BP,Bureau de Poste,63210,ROCHEFORT MONTAGNE,63305,45.684793,2.804919,45.684793
06059A,PESSAC LE RALLYE RPU RP,Relais poste commer??ant,33600,PESSAC,33318,44.8062,-0.6307,44.8062
12824A,LAUTENBACH BP,Bureau de Poste,68610,LAUTENBACH,68177,47.941396,7.15888,47.941396
15207A,NIORT JACQUES CARTIER BP,Bureau de Poste,79000,NIORT,79191,46.324972,-0.47898,46.324972
11319A,ALMENECHES RP,Relais poste commer??ant,61570,ALMENECHES,61002,48.697292,0.110221,48.697292
11900D,MACON CARNOT RP,Relais poste commer??ant,71000,MACON,71270,46.3034,4.832,46.3034
06060A,PESSAC CAP DE BOS BP,Bureau de Poste,33600,PESSAC,33318,44.791492,-0.684073,44.791492
12825D,MOUGINS TOURNAMY RP,Relais poste commer??ant,6250,MOUGINS,6085,43.60550249,6.988437783,43.60550249
15216A,ACHEUX EN AMIENOIS BP,Bureau de Poste,80560,ACHEUX EN AMIENOIS,80003,50.072695,2.532878,50.072695
11330A,BERD HUIS AP,Agence postale communale,61340,BERD HUIS,61043,48.3459,0.7431,48.3459
11901A,ROYAT BP,Bureau de Poste,63130,ROYAT,63308,45.765792,3.056732,45.765792
06061A,PORT STE FOY ET PONCHAPT AP,Agence postale communale,33220,PORT STE FOY ET PONCHAPT,24335,44.84366,0.210621,44.84366
12831A,MERXHEIM RP,Relais poste commer??ant,68500,MERXHEIM,68203,47.911432,7.292268,47.911432
15218A,AILLY SUR NOYE BP,Bureau de Poste,80250,AILLY SUR NOYE,80010,49.756692,2.361672,49.756692
11358D,FEUCHEROLLES AP,Agence postale communale,78810,FEUCHEROLLES,78233,48.8745376,1.974157492,48.8745376
11901D,RPC FONTAINE LE PORT RP,Relais poste commer??ant,77590,FONTAINE LE PORT,77188,48.48671712,2.757365131,48.48671712
06064A,BEGLES TERRES NEUVES BP,Bureau de Poste,33130,BEGLES,33039,44.815668,-0.550617,44.815668
12832A,METZERAL AP,Agence postale communale,68380,METZERAL,68204,48.013283,7.072196,48.013283
15228B,MILHAC RPC RP,Agence postale intercommunale,46300,MILHAC,46194,44.79758111,1.349053427,44.79758111
11362A,LA FERRIERE AUX ETANGS BP,Bureau de Poste,61450,LA FERRIERE AUX ETANGS,61163,48.664694,-0.519876,48.664694
11904A,SAINT ALYRE ES MONTAGNE AP,Agence postale communale,63420,ST ALYRE ES MONTAGNE,63313,45.389597,2.992816,45.389597
06069A,BORDEAUX CAUDERAN SOUBIRAS RP,Relais poste commer??ant,33200,BORDEAUX,33063,44.858199,-0.623909,44.858199
12839A,MULHOUSE HENNER,Bureau de Poste,68100,MULHOUSE,68224,47.743631,7.343301,47.743631
15244A,BOUVAINCOURT SUR BRESLE AP,Agence postale communale,80220,BOUVAINCOURT SUR BRESLE,80127,50.02785,1.494634,50.02785
11365A,FLERS,Bureau de Poste,61100,FLERS,61169,48.750194,-0.568116,48.750194
11919A,SAINT FLORET AP,Agence postale communale,63320,ST FLORET,63342,45.550792,3.106699,45.550792
06074A,BORDEAUX ACHARD BP,Bureau de Poste,33300,BORDEAUX,33063,44.873652,-0.546224,44.873652
12840A,MUNCHHOUSE RP,Relais poste commer??ant,68740,MUNCHHOUSE,68225,47.867297,7.451384,47.867297
15248B,ETUZ RP,Relais poste commer??ant,70150,ETUZ,70224,47.350663,5.940097,47.350663
11367A,GACE BP,Bureau de Poste,61230,GACE,61181,48.79549552,0.29790071,48.79549552
11931A,SAINT MAURICE PRES PIONSAT AP,Agence postale communale,63330,ST MAURICE PRES PIONSAT,63377,46.065793,2.600297,46.065793
06097A,BORDEAUX SAINT REMI RP,Relais poste commer??ant,33000,BORDEAUX,33063,44.841,-0.5742,44.841
12842A,MUNTZENHEIM BP,Bureau de Poste,68320,MUNTZENHEIM,68227,48.103654,7.469343,48.103654
15254A,CHAULNES BP,Bureau de Poste,80320,CHAULNES,80186,49.814642,2.805244,49.814642
11369A,LE GUE DE LA CHAINE RP,Relais poste commer??ant,61130,BELFORET EN PERCHE,61196,48.37502,0.525198,48.37502
11933A,SAINT OURS BP,Bureau de Poste,63230,ST OURS,63381,45.850474,2.893145,45.850474
06099A,BORDEAUX MARITIME,Bureau de Poste,33300,BORDEAUX,33063,44.863593,-0.562421,44.863593
12847D,TOULOUSE MINIMES CANAL RPU RP,Relais poste commer??ant,31200,TOULOUSE,31555,43.6159,1.4408,43.6159
15263A,DARGNIES BP,Bureau de Poste,80570,DARGNIES,80235,50.042126,1.526709,50.042126
11374A,LONGNY AU PERCHE BP,Bureau de Poste,61290,LONGNY LES VILLAGES,61230,48.530809,0.754166,48.530809
11939A,SAINT ROMAIN RP,Relais poste commer??ant,63660,ST ROMAIN,63394,45.48962,3.89924,45.48962
06100A,BORDEAUX FONDAUDEGE BP,Bureau de Poste,33000,BORDEAUX,33063,44.850592,-0.586116,44.850592
12850A,ORSCHWIHR AP,Agence postale communale,68500,ORSCHWIHR,68250,47.93428703,7.232516425,47.93428703
15270A,EQUANCOURT RP,Relais poste commer??ant,80360,COMBLES,80275,50.035516,3.020209,50.035516
11375A,LONLAY L ABBAYE AP,Agence postale communale,61700,LONLAY L ABBAYE,61232,48.647093,-0.709882,48.647093
11940D,CHAMONIX LES PELERINS RP,Relais poste commer??ant,74400,CHAMONIX MONT BLANC,74056,45.91289627,6.853586238,45.91289627
06103A,BORDEAUX SAINT JEAN BP,Bureau de Poste,33800,BORDEAUX,33063,44.827892,-0.559836,44.827892
12853A,PFAFFENHEIM RP,Relais poste commer??ant,68250,PFAFFENHEIM,68255,47.983791,7.286442,47.983791
15273A,ESTREES DENIECOURT AP,Agence postale communale,80200,ESTREES DENIECOURT,80288,49.87512686,2.8238924,49.87512686
11382A,MONTSECRET RP,Relais poste commer??ant,61800,MONTSECRET CLAIREFOUGERE,61292,48.796983,-0.67649,48.796983
11941D,SAINT PRIEST BEL AIR AP,Agence postale communale,69800,ST PRIEST,69290,45.6897,4.9472,45.6897
06142A,LEGE LE CANON BP,Bureau de Poste,33950,LEGE CAP FERRET,33236,44.700359,-1.229758,44.700359
12853D,SAINT JEAN LE VIEUX RP,Relais poste commer??ant,1640,ST JEAN LE VIEUX,1363,46.0294,5.3894,46.0294
15279A,FLESSELLES BP,Bureau de Poste,80260,FLESSELLES,80316,50.00293,2.26179,50.00293
11387A,NECY RP,Relais poste commer??ant,61160,NECY,61303,48.832065,-0.114567,48.832065
11942A,SAINT SAUVES D AUVERGNE BP,Bureau de Poste,63950,ST SAUVES D AUVERGNE,63397,45.606555,2.687204,45.606555
06147A,BORDEAUX CAUDERAN,Bureau de Poste,33200,BORDEAUX,33063,44.851499,-0.609572,44.851499
12859A,RIBEAUVILLE,Bureau de Poste,68150,RIBEAUVILLE,68269,48.191095,7.325567,48.191095
15279D,PELLEGRUE APC AP,Agence postale communale,33790,PELLEGRUE,33316,44.7437,0.07548,44.7437
11388A,NEUILLY SUR EURE AP,Agence postale communale,61290,LONGNY LES VILLAGES,61230,48.541196,0.905435,48.541196
11944D,VINEUIL SAINT FIRMIN RP,Relais poste commer??ant,60500,VINEUIL ST FIRMIN,60695,49.1998914,2.491546605,49.1998914
06149A,ABEILHAN BP,Bureau de Poste,34290,ABEILHAN,34001,43.4479872,3.295498915,43.4479872
12859D,MARSEILLE ABBE DE L EPEE RP,Relais poste commer??ant,13005,MARSEILLE,13205,43.29735859,5.394006706,43.29735859
15290A,GUILLAUCOURT RP,Relais poste commer??ant,80170,GUILLAUCOURT,80400,49.842718,2.627727,49.842718
11389A,NOCE RP,Relais poste commer??ant,61340,PERCHE EN NOCE,61309,48.379431,0.680963,48.379431
11945D,CHILLY MAZARIN AGENCE POSTALE AP,Agence postale communale,91380,CHILLY MAZARIN,91161,48.69308421,2.31221761,48.69308421
06156A,ANIANE BP,Bureau de Poste,34150,ANIANE,34010,43.685806,3.585683,43.685806
12862A,RIQUEWIHR BP,Bureau de Poste,68340,RIQUEWIHR,68277,48.165902,7.299672,48.165902
15297D,MONTAYRAL LPAC AP,Agence postale communale,47500,MONTAYRAL,47185,44.480213,0.985512,44.480213
11392A,LA PERRIERE RP,Relais poste commer??ant,61360,BELFORET EN PERCHE,61196,48.388847,0.440093,48.388847
11947A,LA SAUVETAT AP,Agence postale communale,63730,LA SAUVETAT,63413,45.633322,3.16828,45.633322
06164A,BALARUC LES BAINS BP,Bureau de Poste,34540,BALARUC LES BAINS,34023,43.440576,3.681448,43.440576
12862D,AIX EN PROVENCE ROI RENE RP,Relais poste commer??ant,13100,AIX EN PROVENCE,13001,43.5252,5.4546,43.5252
15298A,HEUDICOURT AP,Agence postale communale,80122,HEUDICOURT,80438,50.02209679,3.078483732,50.02209679
11394A,PERVENCHERES AP,Agence postale communale,61360,PERVENCHERES,61327,48.437896,0.426929,48.437896
11952A,SEYCHALLES AP,Agence postale communale,63190,SEYCHALLES,63420,45.804499,3.338546,45.804499
06167A,BEAUFORT AP,Agence postale communale,34210,BEAUFORT,34026,43.29793772,2.756630891,43.29793772
12863A,RIXHEIM BP,Bureau de Poste,68170,RIXHEIM,68278,47.744695,7.398104,47.744695
15302A,LANCHERES AP,Agence postale communale,80230,LANCHERES,80464,50.157593,1.552577,50.157593
11400A,RAI RP,Relais poste commer??ant,61270,RAI,61342,48.75313,0.58436,48.75313
11953D,COLIGNY AP,Agence postale communale,1270,COLIGNY,1108,46.3831,5.3456,46.3831
06174A,LA BOISSIERE AP,Agence postale communale,34150,LA BOISSIERE,34035,43.663397,3.64499,43.663397
12863D,ORANGE VICTOR HUGO RP,Relais poste commer??ant,84100,ORANGE,84087,44.1372,4.8066,44.1372
15306A,LONG AP,Agence postale communale,80510,LONG,80486,50.03914043,1.978340128,50.03914043
11403A,REMALARD BP,Bureau de Poste,61110,REMALARD EN PERCHE,61345,48.430592,0.77417,48.430592
11954A,TALLENDE RP,Relais poste commer??ant,63450,TALLENDE,63425,45.6709,3.126317,45.6709
06175A,BOUJAN SUR LIBRON AP,Agence postale communale,34760,BOUJAN SUR LIBRON,34037,43.3718,3.2478,43.3718
12876A,SENTHEIM RP,Relais poste commer??ant,68780,SENTHEIM,68304,47.756462,7.047979,47.756462
15310A,MAILLY MAILLET AP,Agence postale communale,80560,MAILLY MAILLET,80498,50.078699,2.604126,50.078699
11406A,TINCHEBRAY BOCAGE RP,Relais poste commer??ant,61800,TINCHEBRAY BOCAGE,61486,48.71766,-0.718708,48.71766
11954D,ST PIERRE DE CHARTREUSE VILLAGE AP,Agence postale communale,38380,ST PIERRE DE CHARTREUSE,38442,45.34160283,5.816093119,45.34160283
06176A,LE BOUSQUET D ORB BP,Bureau de Poste,34260,LE BOUSQUET D ORB,34038,43.691984,3.166403,43.691984
12879A,SIERENTZ BP,Bureau de Poste,68510,SIERENTZ,68309,47.655753,7.45645,47.655753
15313D,SABLIERES RP,Relais poste commer??ant,7260,SABLIERES,7202,44.53171,4.0745,44.53171
11410A,SAINTE GAUBURGE STE COLOMBE BP,Bureau de Poste,61370,STE GAUBURGE STE COLOMBE,61389,48.714073,0.433998,48.714073
11957A,TOURS SUR MEYMONT AP,Agence postale communale,63590,TOURS SUR MEYMONT,63434,45.672496,3.576378,45.672496
06177A,BOUZIGUES AP,Agence postale communale,34140,BOUZIGUES,34039,43.449304,3.656609,43.449304
12887D,MARSEILLE ALLAR RP,Relais poste commer??ant,13015,MARSEILLE,13215,43.32349212,5.363908692,43.32349212
15314D,NETTANCOURT RP,Relais poste commer??ant,55800,NETTANCOURT,55378,48.87494,4.94258,48.87494
11417A,SAINT MARS D EGRENNE AP,Agence postale communale,61350,ST MARS D EGRENNE,61421,48.560099,-0.728489,48.560099
11958A,VERNET LA VARENNE BP,Bureau de Poste,63580,VERNET LA VARENNE,63448,45.473797,3.451383,45.473797
06185A,CAPESTANG,Bureau de Poste,34310,CAPESTANG,34052,43.328263,3.046558,43.328263
12895A,VILLAGE NEUF BP,Bureau de Poste,68128,VILLAGE NEUF,68349,47.605868,7.569767,47.605868
15317A,MERS LES BAINS BP,Bureau de Poste,80350,MERS LES BAINS,80533,50.066692,1.385706,50.066692
11420A,ST OUEN SUR ITON RP,Relais poste commer??ant,61300,ST OUEN SUR ITON,61440,48.735618,0.694446,48.735618
11959A,VERTAIZON BP,Bureau de Poste,63910,VERTAIZON,63453,45.76992184,3.289428347,45.76992184
06186A,CASTELNAU DE GUERS AP,Agence postale communale,34120,CASTELNAU DE GUERS,34056,43.435792,3.437378,43.435792
12895D,LONGEVILLE LES SAINT AVOLD AP,Agence postale communale,57740,LONGEVILLE LES ST AVOLD,57413,49.11705,6.6393,49.11705
15318A,MIRAUMONT AP,Agence postale communale,80300,MIRAUMONT,80549,50.09211488,2.729833995,50.09211488
11420D,AYDIUS RP,Relais poste commer??ant,64490,AYDIUS,64085,43.00126,-0.54394,43.00126
11962A,VIC LE COMTE BP,Bureau de Poste,63270,VIC LE COMTE,63457,45.643118,3.243939,45.643118
06187A,CASTELNAU LE LEZ,Bureau de Poste,34170,CASTELNAU LE LEZ,34057,43.6324,3.8974,43.6324
12896D,CHAUCHE RP,Relais poste commer??ant,85140,CHAUCHE,85064,46.82948692,-1.273181983,46.82948692
15324A,MOREUIL BP,Bureau de Poste,80110,MOREUIL,80570,49.772821,2.484819,49.772821
11423A,SAINT SULPICE SUR RISLE BP,Bureau de Poste,61300,ST SULPICE SUR RISLE,61456,48.780592,0.656852,48.780592
11965A,VIVEROLS BP,Bureau de Poste,63840,VIVEROLS,63465,45.433468,3.884149,45.433468
06192A,MONTPELLIER LES ARCEAUX BP,Bureau de Poste,34000,MONTPELLIER,34172,43.611095,3.866699,43.611095
12901B,RIGNY LA SALLE RP,Relais poste commer??ant,55140,RIGNY LA SALLE,55433,48.620547,5.701662,48.620547
15327A,NAOURS RP,Relais poste commer??ant,80260,NAOURS,80584,50.033537,2.27526,50.033537
11424D,TIREPIED RP,Relais poste commer??ant,50870,TIREPIED SUR SEE,50597,48.7097,-1.2648,48.7097
11971A,BESSE ST ANASTAISE SUPER BESSE AP,Agence postale communale,63610,BESSE ET ST ANASTAISE,63038,45.507396,2.862017,45.507396
06200A,CEILHES ET ROCOZELS AP,Agence postale communale,34260,CEILHES ET ROCOZELS,34071,43.804097,3.110789,43.804097
12902A,WIHR AU VAL AP,Agence postale communale,68230,WIHR AU VAL,68368,48.051893,7.206237,48.051893
15332A,OISEMONT BP,Bureau de Poste,80140,OISEMONT,80606,49.955379,1.764953,49.955379
11426D,RPU JUVISY INTERMARCHE RP,Relais poste commer??ant,91260,JUVISY SUR ORGE,91326,48.69429734,2.358429912,48.69429734
11973D,BEAUSOLEIL MONEGHETTI RP,Relais poste commer??ant,6240,BEAUSOLEIL,6012,43.7385,7.4174,43.7385
06205A,CLAPIERS BP,Bureau de Poste,34830,CLAPIERS,34077,43.657198,3.889232,43.657198
12905A,WINTZENHEIM BP,Bureau de Poste,68920,WINTZENHEIM,68374,48.072399,7.29217,48.072399
15334A,PICQUIGNY APC AP,Agence postale communale,80310,PICQUIGNY,80622,49.942901,2.146742,49.942901
11434D,PRUNET AP,Agence postale communale,15130,PRUNET,15156,44.82023471,2.464375509,44.82023471
11985A,CLERMONT FERRAND VALLIERES BP,Bureau de Poste,63000,CLERMONT FERRAND,63113,45.767896,3.079051,45.767896
06208A,COLOMBIERES SUR ORB AP,Agence postale communale,34390,COLOMBIERES SUR ORB,34080,43.58115398,3.011804618,43.58115398
12913A,TROIS EPIS AP,Agence postale communale,68410,LES TROIS EPIS,68005,48.099698,7.230449,48.099698
15336A,POIX DE PICARDIE,Bureau de Poste,80290,POIX DE PICARDIE,80630,49.775395,1.980627,49.775395
11438A,VIMOUTIERS BP,Bureau de Poste,61120,VIMOUTIERS,61508,48.927495,0.195037,48.927495
11990D,METZ GRANGE AUX BOIS RPU RP,Relais poste commer??ant,57070,METZ,57463,49.09324,6.24409,49.09324
06232A,GRAISSESSAC BP,Bureau de Poste,34260,GRAISSESSAC,34117,43.678622,3.094709,43.678622
12921A,MULHOUSE BOULEVARD DE L EUROPE,Bureau de Poste,68100,MULHOUSE,68224,47.750693,7.341924,47.750693
15338A,PONT REMY BP,Bureau de Poste,80580,PONT REMY,80635,50.054562,1.904097,50.054562
11439A,VINGT HANAPS RP,Relais poste commer??ant,61250,ECOUVES,61341,48.521998,0.136681,48.521998
11993D,YVRE L EVEQUE RP,Relais poste commer??ant,72530,YVRE L EVEQUE,72386,48.01411073,0.269919534,48.01411073
06233A,HEREPIAN BP,Bureau de Poste,34600,HEREPIAN,34119,43.594394,3.114418,43.594394
12926D,PARIS RPU FRANPRIX POISSONNIERS RP,Relais poste commer??ant,75018,PARIS,75118,48.891,2.3516,48.891
15341A,PROYART RP,Relais poste commer??ant,80340,PROYART,80644,49.884758,2.70641,49.884758
11448A,ACHICOURT BP,Bureau de Poste,62217,ACHICOURT,62004,50.274434,2.757967,50.274434
11995A,CLERMONT FERRAND NEYRAT,Bureau de Poste,63100,CLERMONT FERRAND,63113,45.815796,3.107207,45.815796
06244A,LIEURAN LES BEZIERS AP,Agence postale communale,34290,LIEURAN LES BEZIERS,34139,43.418012,3.236968,43.418012
12927A,COLMAR PASTEUR BP,Bureau de Poste,68000,COLMAR,68066,48.077997,7.330949,48.077997
15343D,BIARRITZ LA NEGRESSE LE CHIQUITO RP,Agence postale intercommunale,64200,BIARRITZ,64122,43.45899,-1.54749,43.45899
11456A,ALQUINES RP,Relais poste commer??ant,62850,ALQUINES,62024,50.740393,1.992397,50.740393
11996A,COURNON GARDET BP,Bureau de Poste,63800,COURNON D AUVERGNE,63124,45.739794,3.196859,45.739794
06247A,LODEVE BP,Bureau de Poste,34700,LODEVE,34142,43.730498,3.320695,43.730498
12934A,ANSE BP,Bureau de Poste,69480,ANSE,69009,45.935294,4.715647,45.935294
15345A,QUESNOY LE MONTANT AP,Agence postale communale,80132,QUESNOY LE MONTANT,80654,50.10906016,1.687648817,50.10906016
11458A,CALAIS FORT NIEULAY BP,Bureau de Poste,62100,CALAIS,62193,50.945195,1.83182,50.945195
11998D,LA VERDIERE AP,Agence postale communale,83560,LA VERDIERE,83146,43.63679,5.93581,43.63679
06255A,MARSILLARGUES BP,Bureau de Poste,34590,MARSILLARGUES,34151,43.664481,4.176784,43.664481
12938A,BELLEVILLE,Bureau de Poste,69220,BELLEVILLE EN BEAUJOLAIS,69019,46.109098,4.749919,46.109098
15345D,LAGRAULIERE LPR RP,Agence postale intercommunale,19700,LAGRAULIERE,19100,45.35228,1.63847,45.35228
11462A,ANNEZIN BP,Bureau de Poste,62232,ANNEZIN,62035,50.533703,2.620158,50.533703
12008D,TOULON FONT PRE RP,Relais poste commer??ant,83100,TOULON,83137,43.12998238,5.971275685,43.12998238
06259A,MEZE BP,Bureau de Poste,34140,MEZE,34157,43.425241,3.601254,43.425241
12941D,LA COURONNE AUCHAN LPRU RP,Relais poste commer??ant,16400,LA COURONNE,16113,45.61899071,0.106083024,45.61899071
15348D,CRISSAY SUR MANSE AUBERGE RP,Agence postale intercommunale,37220,CRISSAY SUR MANSE,37090,41.629172,0.155188,41.629172
11463A,ANVIN BP,Bureau de Poste,62134,ANVIN,62036,50.446764,2.252217,50.446764
12010A,ARETTE BP,Bureau de Poste,64570,ARETTE,64040,43.095273,-0.716954,43.095273
06260A,MINERVE AP,Agence postale communale,34210,MINERVE,34158,43.353993,2.74647,43.353993
12946A,BRULLIOLES RP,Relais poste commer??ant,69690,BRULLIOLES,69030,45.76124,4.499137,45.76124
15350A,ROISEL BP,Bureau de Poste,80240,ROISEL,80677,49.9462094,3.101159757,49.9462094
11468A,AUBIGNY EN ARTOIS BP,Bureau de Poste,62690,AUBIGNY EN ARTOIS,62045,50.350591,2.593787,50.350591
12013A,ARTHEZ DE BEARN BP,Bureau de Poste,64370,ARTHEZ DE BEARN,64057,43.464452,-0.614372,43.464452
06270A,MONTOULIERS AP,Agence postale communale,34310,MONTOULIERS,34170,43.337694,2.90651,43.337694
12952A,CERCIE BP,Bureau de Poste,69220,CERCIE,69036,46.119934,4.671156,46.119934
15352D,AULON CHALET DU PIC NOIR RP,Agence postale intercommunale,65240,AULON,65046,42.85119,0.2942,42.85119
11471A,AUCHY LES MINES,Bureau de Poste,62138,AUCHY LES MINES,62051,50.511598,2.786379,50.511598
12018A,ASASP BP,Bureau de Poste,64660,ASASP ARROS,64064,43.120897,-0.614197,43.120897
06284A,OLONZAC BP,Bureau de Poste,34210,OLONZAC,34189,43.284016,2.731545,43.284016
12956A,LYON FOCH BP,Bureau de Poste,69006,LYON,69386,45.768597,4.844719,45.768597
15356A,RUE,Bureau de Poste,80120,RUE,80688,50.270917,1.669237,50.270917
11481D,MONTLUCON AC RP,Relais poste commer??ant,3100,MONTLUCON,3185,46.34457135,2.615219358,46.34457135
12019A,ASCAIN BP,Bureau de Poste,64310,ASCAIN,64065,43.349693,-1.623158,43.349693
06286A,PALAVAS LES FLOTS BP,Bureau de Poste,34250,PALAVAS LES FLOTS,34192,43.529586,3.932173,43.529586
12958A,CHARBONNIERES LES BAINS BP,Bureau de Poste,69260,CHARBONNIERES LES BAINS,69044,45.781754,4.736947,45.781754
15357D,CONTREXEVILLE LPR RP,Relais poste commer??ant,88140,CONTREXEVILLE,88114,48.18639,5.89426,48.18639
11489D,MONCEL LES LUNEVILLE RP,Relais poste commer??ant,54300,MONCEL LES LUNEVILLE,54373,48.57906607,6.518928169,48.57906607
12034D,ROUEN PALAIS RP,Relais poste commer??ant,76000,ROUEN,76540,49.44282085,1.093296152,49.44282085
06287A,MONTPELLIER ALCO BP,Bureau de Poste,34080,MONTPELLIER,34172,43.617796,3.837516,43.617796
12960D,ROQUEBRUNE CAP MARTIN VILLAGE RP,Relais poste commer??ant,6190,ROQUEBRUNE CAP MARTIN,6104,43.76562231,7.458239826,43.76562231
15360D,VILLETELLE SAPP ROFFET FABRE V RP,Agence postale intercommunale,34400,VILLETELLE,34340,43.7332,4.13866,43.7332
11493A,BEUVRY BP,Bureau de Poste,62660,BEUVRY,62126,50.521595,2.682416,50.521595
12043A,BRISCOUS BP,Bureau de Poste,64240,BRISCOUS,64147,43.460837,-1.333279,43.460837
06290A,PEROLS LA NORIA BP,Bureau de Poste,34470,PEROLS,34198,43.562396,3.951038,43.562396
12961A,CHARNAY AP,Agence postale communale,69380,CHARNAY,69047,45.8911,4.66787,45.8911
15361A,SAINT LEGER LES DOMART BP,Bureau de Poste,80780,ST LEGER LES DOMART,80706,50.052721,2.139947,50.052721
11498A,BILLY BERCLAU BP,Bureau de Poste,62138,BILLY BERCLAU,62132,50.521994,2.872189,50.521994
12047D,MONTESSON CARREFOUR RP,Relais poste commer??ant,78360,MONTESSON,78418,48.92847165,2.143876211,48.92847165
06291A,PEZENAS,Bureau de Poste,34120,PEZENAS,34199,43.460674,3.424568,43.460674
12963D,CLOUANGE AP,Agence postale communale,57185,CLOUANGE,57143,49.26000439,6.093416852,49.26000439
15363D,BROUSSE ET VILLARET CAMPING RP,Agence postale intercommunale,11390,BROUSSES ET VILLARET,11052,43.34239,2.25552,43.34239
11503D,TOTAL RELAIS POSTE URBAIN RP,Relais poste commer??ant,92340,BOURG LA REINE,92014,48.78576373,2.31678449,48.78576373
12048D,ANGOULEME MADELEINE LRPU RP,Relais poste commer??ant,16000,ANGOULEME,16015,45.65861177,0.172069737,45.65861177
06295A,POILHES AP,Agence postale communale,34310,POILHES,34206,43.307492,3.079144,43.307492
12965D,LE PALLET RP,Relais poste commer??ant,44330,LE PALLET,44117,47.14072634,-1.33931761,47.14072634
15370D,ST AFFRIQUE LES MONTAGNES VIVAL RP,Agence postale intercommunale,81290,ST AFFRIQUE LES MONTAGNES,81235,43.532816,2.204783,43.532816
11507A,BONNIERES RP,Relais poste commer??ant,62270,BONNIERES,62154,50.241992,2.262787,50.241992
12052A,EAUX BONNES AP,Agence postale communale,64440,EAUX BONNES,64204,42.97294465,-0.393283508,42.97294465
06308A,PUECHABON AP,Agence postale communale,34150,PUECHABON,34221,43.713897,3.617431,43.713897
12966D,TOULON LA SERINETTE INTERMARCHE RP,Relais poste commer??ant,83000,TOULON,83137,43.11529732,5.971781168,43.11529732
15372A,TOURS EN VIMEU AP,Agence postale communale,80210,TOURS EN VIMEU,80765,50.036192,1.680399,50.036192
11511D,VICHY GARETS RP,Relais poste commer??ant,3200,VICHY,3310,46.1178,3.4408,46.1178
12053A,ESCOU AP,Agence postale communale,64870,ESCOU,64207,43.181495,-0.538038,43.181495
06311A,PUISSALICON BP,Bureau de Poste,34480,PUISSALICON,34224,43.45868567,3.235878933,43.45868567
12968A,CHESSY BP,Bureau de Poste,69380,CHESSY,69056,45.887197,4.622277,45.887197
15378A,VILLERS FAUCON AP,Agence postale communale,80240,VILLERS FAUCON,80802,49.97650859,3.102932468,49.97650859
11515A,BUCQUOY BP,Bureau de Poste,62116,BUCQUOY,62181,50.139196,2.708213,50.139196
12056D,GESTE RP,Relais poste commer??ant,49600,BEAUPREAU EN MAUGES,49023,47.181302,-1.11184,47.181302
06313A,QUARANTE BP,Bureau de Poste,34310,QUARANTE,34226,43.346888,2.963045,43.346888
12973A,CONDRIEU BP,Bureau de Poste,69420,CONDRIEU,69064,45.461594,4.763814,45.461594
15380A,VRON AP,Agence postale communale,80120,VRON,80815,50.31600412,1.751518984,50.31600412
11520A,CALONNE RICOUART,Bureau de Poste,62470,CALONNE RICOUART,62194,50.485993,2.479828,50.485993
12059D,ARVERT LPA AP,Agence postale communale,17530,ARVERT,17021,45.74235133,-1.121971605,45.74235133
06320A,SAINT ANDRE DE SANGONIS BP,Bureau de Poste,34725,ST ANDRE DE SANGONIS,34239,43.647924,3.504364,43.647924
12975A,COURS LA VILLE BP,Bureau de Poste,69470,COURS LA VILLE,69066,46.099704,4.32108,46.099704
15382A,WOINCOURT BP,Bureau de Poste,80520,WOINCOURT,80827,50.065697,1.537393,50.065697
11522D,INTERMARCHE RELAIS POSTE URBAIN RP,Relais poste commer??ant,92000,NANTERRE,92050,48.89694688,2.208472069,48.89694688
12066A,HASPARREN BP,Bureau de Poste,64240,HASPARREN,64256,43.383897,-1.304729,43.383897
06322A,SAINT BAUZILLE DE LA SYLVE AP,Agence postale communale,34230,ST BAUZILLE DE LA SYLVE,34241,43.61702615,3.548069886,43.61702615
12986A,FLEURIE BP,Bureau de Poste,69820,FLEURIE,69084,46.191961,4.6971,46.191961
15382D,SAINT JEAN TABAC PRESSE RP,Relais poste commer??ant,77660,ST JEAN LES DEUX JUMEAUX,77415,48.95205,3.01315,48.95205
11533D,CHAMALIERES RELAIS BEAULIEU RP,Relais poste commer??ant,63400,CHAMALIERES,63075,45.7791,3.0678,45.7791
12072A,JURANCON,Bureau de Poste,64110,JURANCON,64284,43.287291,-0.390471,43.287291
06324A,SAINT BAUZILLE DE PUTOIS BP,Bureau de Poste,34190,ST BAUZILLE DE PUTOIS,34243,43.895666,3.737806,43.895666
12992D,BUSSAC SUR CHARENTE LPR RP,Relais poste commer??ant,17100,BUSSAC SUR CHARENTE,17073,45.79052389,-0.636113649,45.79052389
